#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA12	TGM1	9606.ENSP00000272895	9606.ENSP00000206765	0	0	0	0	0.079	0	0	0.951	0.952
CCNB2	CDC25C	9606.ENSP00000288207	9606.ENSP00000321656	0	0	0	0	0.786	0.245	0.900	0.659	0.993
CCNB2	CDC20	9606.ENSP00000288207	9606.ENSP00000361540	0	0	0	0	0.947	0.312	0.900	0.870	0.999
CD19	GZMB	9606.ENSP00000313419	9606.ENSP00000216341	0	0	0	0	0.099	0	0	0.793	0.805
CD19	CD69	9606.ENSP00000313419	9606.ENSP00000228434	0	0	0	0	0.188	0	0	0.833	0.859
CD19	CXCL13	9606.ENSP00000313419	9606.ENSP00000286758	0	0	0	0	0.185	0	0	0.747	0.785
CD19	IL7R	9606.ENSP00000313419	9606.ENSP00000306157	0	0	0	0	0.083	0	0	0.799	0.808
CD19	CD24	9606.ENSP00000313419	9606.ENSP00000481841	0	0	0	0	0.092	0	0	0.785	0.796
CD19	CD274	9606.ENSP00000313419	9606.ENSP00000370989	0	0	0	0	0	0	0	0.816	0.816
CD19	IL6	9606.ENSP00000313419	9606.ENSP00000385675	0	0	0	0	0.056	0	0	0.834	0.836
CD19	CD36	9606.ENSP00000313419	9606.ENSP00000415743	0	0	0	0	0	0	0	0.888	0.888
CD19	FCRLA	9606.ENSP00000313419	9606.ENSP00000356936	0	0	0	0	0.838	0	0	0.591	0.931
CD19	MME	9606.ENSP00000313419	9606.ENSP00000418525	0	0	0	0	0	0	0	0.954	0.954
CD19	FCGR3B	9606.ENSP00000313419	9606.ENSP00000433642	0	0	0	0	0.070	0	0	0.997	0.997
CD19	FCGR3A	9606.ENSP00000313419	9606.ENSP00000356946	0	0	0	0	0.062	0	0	0.997	0.997
CD19	CR2	9606.ENSP00000313419	9606.ENSP00000356024	0	0	0	0	0.465	0.510	0.500	0.998	0.999
CD1A	MME	9606.ENSP00000289429	9606.ENSP00000418525	0	0	0	0	0.099	0	0	0.744	0.759
CD1A	CD207	9606.ENSP00000289429	9606.ENSP00000386378	0	0	0	0	0.628	0	0	0.937	0.975
CD207	LAMP3	9606.ENSP00000386378	9606.ENSP00000265598	0	0	0	0	0.054	0	0	0.750	0.753
CD24	CDH1	9606.ENSP00000481841	9606.ENSP00000261769	0	0	0	0	0.203	0	0	0.701	0.752
CD24	EGFR	9606.ENSP00000481841	9606.ENSP00000275493	0	0	0	0	0	0	0	0.806	0.806
CD24	SOX2	9606.ENSP00000481841	9606.ENSP00000323588	0	0	0	0	0.088	0	0	0.720	0.734
CD24	SELE	9606.ENSP00000481841	9606.ENSP00000331736	0	0	0	0	0.105	0	0	0.892	0.899
CD24	CR2	9606.ENSP00000481841	9606.ENSP00000356024	0	0	0	0	0.056	0	0	0.724	0.729
CD24	PECAM1	9606.ENSP00000481841	9606.ENSP00000457421	0	0	0	0	0	0	0	0.847	0.847
CD274	GZMB	9606.ENSP00000370989	9606.ENSP00000216341	0	0	0	0	0.067	0	0	0.779	0.784
CD274	KRAS	9606.ENSP00000370989	9606.ENSP00000256078	0	0	0	0	0.053	0	0	0.772	0.774
CD274	CDH1	9606.ENSP00000370989	9606.ENSP00000261769	0	0	0	0	0	0	0	0.718	0.718
CD274	ERBB2	9606.ENSP00000370989	9606.ENSP00000269571	0	0	0	0	0	0	0	0.798	0.798
CD274	EGFR	9606.ENSP00000370989	9606.ENSP00000275493	0	0	0	0	0	0	0	0.870	0.870
CD274	MET	9606.ENSP00000370989	9606.ENSP00000317272	0	0	0	0	0.055	0	0	0.740	0.743
CD274	CXCR2	9606.ENSP00000370989	9606.ENSP00000319635	0	0	0	0	0.049	0	0	0.706	0.708
CD274	KLRD1	9606.ENSP00000370989	9606.ENSP00000338130	0	0	0	0	0.048	0	0	0.779	0.780
CD274	FCGR3A	9606.ENSP00000370989	9606.ENSP00000356946	0	0	0	0	0.127	0	0	0.866	0.878
CD274	ROS1	9606.ENSP00000370989	9606.ENSP00000357494	0	0	0	0	0.045	0	0	0.760	0.761
CD274	PTEN	9606.ENSP00000370989	9606.ENSP00000361021	0	0	0	0	0	0	0	0.714	0.714
CD274	DDX53	9606.ENSP00000370989	9606.ENSP00000368667	0	0	0	0	0	0	0	0.719	0.719
CD274	PRF1	9606.ENSP00000370989	9606.ENSP00000398568	0	0	0	0	0.049	0	0	0.717	0.719
CD274	CXCL12	9606.ENSP00000370989	9606.ENSP00000379140	0	0	0	0	0.077	0	0	0.747	0.757
CD274	IL6	9606.ENSP00000370989	9606.ENSP00000385675	0	0	0	0	0.157	0	0	0.772	0.799
CD274	FCGR3B	9606.ENSP00000370989	9606.ENSP00000433642	0	0	0	0	0.127	0	0	0.867	0.879
CD300LG	EMCN	9606.ENSP00000321005	9606.ENSP00000296420	0	0	0	0	0.127	0	0	0.688	0.716
CD36	COMP	9606.ENSP00000415743	9606.ENSP00000222271	0	0	0	0	0.072	0	0.900	0.542	0.953
CD36	COL1A1	9606.ENSP00000415743	9606.ENSP00000225964	0	0	0	0	0.044	0	0	0.720	0.720
CD36	FABP4	9606.ENSP00000415743	9606.ENSP00000256104	0	0	0	0	0.521	0	0.500	0.881	0.969
CD36	VWF	9606.ENSP00000415743	9606.ENSP00000261405	0	0	0	0	0.179	0	0	0.770	0.803
CD36	COL1A2	9606.ENSP00000415743	9606.ENSP00000297268	0	0	0	0	0.045	0	0	0.734	0.735
CD36	SELE	9606.ENSP00000415743	9606.ENSP00000331736	0	0	0	0	0.100	0.046	0	0.704	0.724
CD36	THBS2	9606.ENSP00000415743	9606.ENSP00000355751	0	0	0	0	0.086	0	0.900	0.953	0.995
CD36	FCGR3A	9606.ENSP00000415743	9606.ENSP00000356946	0	0	0	0	0.186	0	0	0.916	0.928
CD36	IL6	9606.ENSP00000415743	9606.ENSP00000385675	0	0	0	0	0.105	0	0	0.710	0.730
CD36	PECAM1	9606.ENSP00000415743	9606.ENSP00000457421	0	0	0	0	0.285	0	0.400	0.682	0.851
CD36	LPL	9606.ENSP00000415743	9606.ENSP00000497642	0	0	0	0	0.266	0	0	0.840	0.877
CD36	FCGR3B	9606.ENSP00000415743	9606.ENSP00000433642	0	0	0	0	0.128	0	0	0.916	0.923
CD69	GZMB	9606.ENSP00000228434	9606.ENSP00000216341	0	0	0	0	0.197	0.046	0	0.805	0.838
CD69	IL6	9606.ENSP00000228434	9606.ENSP00000385675	0	0	0	0	0.139	0	0	0.688	0.720
CD69	CXCL8	9606.ENSP00000228434	9606.ENSP00000306512	0	0	0	0	0.221	0	0	0.700	0.756
CD69	CR2	9606.ENSP00000228434	9606.ENSP00000356024	0	0	0	0	0.085	0	0	0.750	0.761
CD69	PRF1	9606.ENSP00000228434	9606.ENSP00000398568	0	0	0	0	0.183	0.045	0	0.764	0.799
CD69	FCGR3B	9606.ENSP00000228434	9606.ENSP00000433642	0	0	0	0	0.120	0	0	0.807	0.823
CD69	FCGR3A	9606.ENSP00000228434	9606.ENSP00000356946	0	0	0	0	0.122	0	0	0.810	0.826
CD69	IL7R	9606.ENSP00000228434	9606.ENSP00000306157	0	0	0.232	0	0.193	0	0	0.852	0.900
CD69	S1PR1	9606.ENSP00000228434	9606.ENSP00000305416	0	0	0	0	0.124	0.301	0	0.993	0.995
CD93	PECAM1	9606.ENSP00000246006	9606.ENSP00000457421	0	0	0	0	0.512	0.107	0	0.562	0.792
CDC20	DLGAP5	9606.ENSP00000361540	9606.ENSP00000247191	0	0	0	0	0.931	0	0	0.735	0.981
CDC20	CDCA5	9606.ENSP00000361540	9606.ENSP00000275517	0	0	0	0	0.789	0	0	0.722	0.938
CDC20	MELK	9606.ENSP00000361540	9606.ENSP00000298048	0	0	0	0	0.897	0.046	0	0.665	0.964
CDC20	PCLAF	9606.ENSP00000361540	9606.ENSP00000300035	0	0	0	0	0.747	0	0	0.551	0.881
CDC20	TPX2	9606.ENSP00000361540	9606.ENSP00000300403	0	0	0	0	0.858	0	0	0.736	0.961
CDC20	TYMS	9606.ENSP00000361540	9606.ENSP00000315644	0	0	0	0	0.560	0	0	0.470	0.757
CDC20	CDC25C	9606.ENSP00000361540	9606.ENSP00000321656	0	0	0	0	0.569	0.119	0	0.757	0.900
CDC20	E2F1	9606.ENSP00000361540	9606.ENSP00000345571	0	0	0	0	0.357	0.510	0	0.499	0.828
CDC20	UBE2C	9606.ENSP00000361540	9606.ENSP00000348838	0	0	0	0	0.951	0.957	0.540	0.891	0.999
CDC20	RASSF1	9606.ENSP00000361540	9606.ENSP00000349547	0	0	0	0	0	0.625	0	0.510	0.808
CDC20	RRM2	9606.ENSP00000361540	9606.ENSP00000353770	0	0	0	0	0.770	0.049	0	0.609	0.907
CDC20	EXO1	9606.ENSP00000361540	9606.ENSP00000355506	0.042	0	0	0	0.559	0.045	0	0.555	0.796
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.777	0	0.800	0.801	0.990
CDC20	NEK2	9606.ENSP00000361540	9606.ENSP00000355966	0	0	0	0	0.833	0.994	0.500	0.667	0.999
CDC20	TTK	9606.ENSP00000361540	9606.ENSP00000358813	0	0	0	0	0.905	0.327	0	0.869	0.990
CDC20	CEP55	9606.ENSP00000361540	9606.ENSP00000360540	0	0	0	0	0.825	0	0	0.728	0.950
CDC20	DEPDC1	9606.ENSP00000361540	9606.ENSP00000412292	0.044	0	0	0	0.551	0	0	0.488	0.761
CDC20	HMMR	9606.ENSP00000361540	9606.ENSP00000377492	0	0	0	0	0.794	0.099	0	0.416	0.882
CDC20	TK1	9606.ENSP00000361540	9606.ENSP00000468425	0	0	0	0	0.549	0.292	0	0.664	0.883
CDC20	HJURP	9606.ENSP00000361540	9606.ENSP00000414109	0	0	0	0	0.881	0	0	0.396	0.925
CDC20	KIF4A	9606.ENSP00000361540	9606.ENSP00000363524	0	0	0	0	0.843	0	0	0.639	0.941
CDC20	CDC45	9606.ENSP00000361540	9606.ENSP00000405726	0	0	0	0	0.806	0	0	0.735	0.946
CDC20	NUSAP1	9606.ENSP00000361540	9606.ENSP00000499238	0	0	0	0	0.862	0	0	0.629	0.946
CDC20	ZWINT	9606.ENSP00000361540	9606.ENSP00000363055	0	0	0	0	0.574	0.292	0.800	0.543	0.968
CDC20	TOP2A	9606.ENSP00000361540	9606.ENSP00000411532	0	0	0	0	0.908	0	0	0.797	0.980
CDC20	KIF20A	9606.ENSP00000361540	9606.ENSP00000378356	0	0	0	0	0.920	0	0	0.781	0.981
CDC20	CDCA8	9606.ENSP00000361540	9606.ENSP00000362146	0	0	0	0	0.923	0.053	0.500	0.813	0.992
CDC25C	DLGAP5	9606.ENSP00000321656	9606.ENSP00000247191	0	0	0	0	0.793	0	0	0.491	0.890
CDC25C	EGFR	9606.ENSP00000321656	9606.ENSP00000275493	0	0	0	0	0.045	0.628	0	0.410	0.772
CDC25C	CDCA5	9606.ENSP00000321656	9606.ENSP00000275517	0	0	0	0	0.442	0	0	0.553	0.739
CDC25C	MELK	9606.ENSP00000321656	9606.ENSP00000298048	0	0	0	0	0.650	0.103	0	0.477	0.821
CDC25C	HMMR	9606.ENSP00000321656	9606.ENSP00000377492	0	0	0	0	0.654	0	0	0.223	0.720
CDC25C	TTK	9606.ENSP00000321656	9606.ENSP00000358813	0	0	0	0	0.665	0	0	0.391	0.787
CDC25C	TOP2A	9606.ENSP00000321656	9606.ENSP00000411532	0	0	0	0	0.495	0.071	0	0.603	0.797
CDC25C	KIF4A	9606.ENSP00000321656	9606.ENSP00000363524	0	0	0	0	0.648	0	0	0.450	0.798
CDC25C	DEPDC1	9606.ENSP00000321656	9606.ENSP00000412292	0	0	0	0	0.770	0	0	0.201	0.808
CDC25C	NEK2	9606.ENSP00000321656	9606.ENSP00000355966	0	0	0	0	0.652	0	0	0.486	0.814
CDC25C	UBE2C	9606.ENSP00000321656	9606.ENSP00000348838	0	0	0	0	0.635	0.048	0	0.514	0.816
CDC25C	CDCA8	9606.ENSP00000321656	9606.ENSP00000362146	0	0	0	0	0.585	0	0	0.586	0.821
CDC25C	KIF20A	9606.ENSP00000321656	9606.ENSP00000378356	0	0	0	0	0.786	0	0	0.324	0.849
CDC25C	CDC45	9606.ENSP00000321656	9606.ENSP00000405726	0	0	0	0	0.435	0	0	0.756	0.856
CDC25C	HJURP	9606.ENSP00000321656	9606.ENSP00000414109	0	0	0	0	0.774	0	0	0.430	0.865
CDC25C	SFN	9606.ENSP00000321656	9606.ENSP00000340989	0	0	0	0	0.042	0.475	0.500	0.883	0.966
CDC45	DLGAP5	9606.ENSP00000405726	9606.ENSP00000247191	0	0	0	0	0.827	0	0	0.564	0.921
CDC45	GINS2	9606.ENSP00000405726	9606.ENSP00000253462	0	0	0	0	0.795	0.996	0.540	0.841	0.999
CDC45	GINS1	9606.ENSP00000405726	9606.ENSP00000262460	0	0	0	0	0.392	0.996	0.540	0.931	0.999
CDC45	CDCA5	9606.ENSP00000405726	9606.ENSP00000275517	0	0	0	0	0.813	0	0	0.678	0.937
CDC45	MELK	9606.ENSP00000405726	9606.ENSP00000298048	0	0	0	0	0.813	0	0	0.366	0.876
CDC45	PCLAF	9606.ENSP00000405726	9606.ENSP00000300035	0	0	0	0	0.787	0	0	0.248	0.833
CDC45	TPX2	9606.ENSP00000405726	9606.ENSP00000300403	0	0	0	0	0.635	0	0	0.387	0.766
CDC45	TYMS	9606.ENSP00000405726	9606.ENSP00000315644	0	0	0	0	0.839	0	0	0.310	0.884
CDC45	E2F1	9606.ENSP00000405726	9606.ENSP00000345571	0	0	0	0	0.343	0	0.500	0.477	0.813
CDC45	UBE2C	9606.ENSP00000405726	9606.ENSP00000348838	0	0	0	0	0.738	0	0	0.402	0.836
CDC45	RRM2	9606.ENSP00000405726	9606.ENSP00000353770	0	0	0	0	0.708	0	0	0.573	0.870
CDC45	EXO1	9606.ENSP00000405726	9606.ENSP00000355506	0	0	0	0	0.900	0	0	0.645	0.963
CDC45	CENPF	9606.ENSP00000405726	9606.ENSP00000355922	0	0	0	0	0.658	0	0	0.371	0.776
CDC45	TTK	9606.ENSP00000405726	9606.ENSP00000358813	0	0	0	0	0.631	0	0	0.448	0.787
CDC45	CEP55	9606.ENSP00000405726	9606.ENSP00000360540	0	0	0	0	0.664	0.421	0	0.508	0.896
CDC45	RAD54L	9606.ENSP00000405726	9606.ENSP00000361043	0	0	0	0	0.782	0.067	0	0.346	0.856
CDC45	CDCA8	9606.ENSP00000405726	9606.ENSP00000362146	0	0	0	0	0.801	0	0	0.689	0.935
CDC45	ZWINT	9606.ENSP00000405726	9606.ENSP00000363055	0	0	0	0	0.789	0	0	0.284	0.842
CDC45	KIF4A	9606.ENSP00000405726	9606.ENSP00000363524	0	0	0	0	0.598	0	0	0.357	0.730
CDC45	HMMR	9606.ENSP00000405726	9606.ENSP00000377492	0	0	0	0	0.652	0.070	0	0.282	0.748
CDC45	KIF20A	9606.ENSP00000405726	9606.ENSP00000378356	0	0	0	0	0.585	0	0	0.532	0.797
CDC45	UBE2T	9606.ENSP00000405726	9606.ENSP00000494957	0	0	0	0	0.651	0	0	0.315	0.751
CDC45	TK1	9606.ENSP00000405726	9606.ENSP00000468425	0	0	0	0	0.692	0	0	0.491	0.836
CDC45	CDKN2A	9606.ENSP00000405726	9606.ENSP00000418915	0	0	0	0	0.063	0.821	0	0.231	0.860
CDC45	HJURP	9606.ENSP00000405726	9606.ENSP00000414109	0	0	0	0	0.766	0	0	0.516	0.882
CDC45	NUSAP1	9606.ENSP00000405726	9606.ENSP00000499238	0	0	0	0	0.800	0	0	0.499	0.895
CDC45	TOP2A	9606.ENSP00000405726	9606.ENSP00000411532	0	0	0	0	0.685	0	0	0.746	0.917
CDCA5	DLGAP5	9606.ENSP00000275517	9606.ENSP00000247191	0	0	0	0	0.782	0	0	0.652	0.921
CDCA5	NEK2	9606.ENSP00000275517	9606.ENSP00000355966	0	0	0	0	0.518	0	0	0.447	0.722
CDCA5	TYMS	9606.ENSP00000275517	9606.ENSP00000315644	0	0	0	0	0.682	0	0	0.187	0.730
CDCA5	TTK	9606.ENSP00000275517	9606.ENSP00000358813	0	0	0	0	0.622	0	0	0.325	0.734
CDCA5	UHRF1	9606.ENSP00000275517	9606.ENSP00000479617	0	0	0	0	0.646	0	0	0.356	0.762
CDCA5	UBE2T	9606.ENSP00000275517	9606.ENSP00000494957	0	0	0	0	0.773	0	0	0.256	0.823
CDCA5	HMMR	9606.ENSP00000275517	9606.ENSP00000377492	0	0	0	0	0.779	0	0	0.269	0.831
CDCA5	NUSAP1	9606.ENSP00000275517	9606.ENSP00000499238	0	0	0	0	0.716	0	0	0.435	0.832
CDCA5	UBE2C	9606.ENSP00000275517	9606.ENSP00000348838	0	0	0	0	0.696	0	0	0.480	0.835
CDCA5	CENPF	9606.ENSP00000275517	9606.ENSP00000355922	0	0	0	0	0.540	0.162	0	0.660	0.857
CDCA5	HJURP	9606.ENSP00000275517	9606.ENSP00000414109	0	0	0	0	0.783	0	0	0.388	0.861
CDCA5	CEP55	9606.ENSP00000275517	9606.ENSP00000360540	0	0	0	0	0.785	0	0	0.433	0.873
CDCA5	MELK	9606.ENSP00000275517	9606.ENSP00000298048	0	0	0	0	0.787	0	0	0.437	0.875
CDCA5	KIF20A	9606.ENSP00000275517	9606.ENSP00000378356	0	0	0	0	0.782	0	0	0.474	0.880
CDCA5	TPX2	9606.ENSP00000275517	9606.ENSP00000300403	0	0	0	0	0.785	0	0	0.478	0.883
CDCA5	KIF4A	9606.ENSP00000275517	9606.ENSP00000363524	0	0	0	0	0.781	0	0	0.506	0.887
CDCA5	ZWINT	9606.ENSP00000275517	9606.ENSP00000363055	0	0	0	0	0.775	0	0	0.612	0.908
CDCA5	TOP2A	9606.ENSP00000275517	9606.ENSP00000411532	0	0	0	0	0.781	0	0	0.638	0.917
CDCA5	CDCA8	9606.ENSP00000275517	9606.ENSP00000362146	0	0	0	0	0.805	0	0	0.810	0.961
CDCA8	DLGAP5	9606.ENSP00000362146	9606.ENSP00000247191	0	0	0	0	0.906	0	0	0.604	0.961
CDCA8	E2F8	9606.ENSP00000362146	9606.ENSP00000250024	0	0	0	0	0.706	0	0	0.247	0.769
CDCA8	MELK	9606.ENSP00000362146	9606.ENSP00000298048	0	0	0	0	0.731	0.064	0	0.643	0.902
CDCA8	PCLAF	9606.ENSP00000362146	9606.ENSP00000300035	0	0	0	0	0.743	0	0	0.397	0.839
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.814	0	0	0.584	0.919
CDCA8	UBE2C	9606.ENSP00000362146	9606.ENSP00000348838	0	0	0	0	0.902	0.068	0	0.660	0.966
CDCA8	RRM2	9606.ENSP00000362146	9606.ENSP00000353770	0	0	0	0	0.611	0	0	0.659	0.861
CDCA8	CENPF	9606.ENSP00000362146	9606.ENSP00000355922	0	0	0	0	0.854	0	0	0.750	0.962
CDCA8	NEK2	9606.ENSP00000362146	9606.ENSP00000355966	0	0	0	0	0.812	0.091	0	0.460	0.900
CDCA8	TTK	9606.ENSP00000362146	9606.ENSP00000358813	0	0	0	0	0.853	0.292	0	0.522	0.946
CDCA8	CEP55	9606.ENSP00000362146	9606.ENSP00000360540	0	0	0	0	0.819	0	0	0.596	0.923
CDCA8	RAD54L	9606.ENSP00000362146	9606.ENSP00000361043	0	0	0	0	0.550	0.095	0	0.459	0.761
CDCA8	TK1	9606.ENSP00000362146	9606.ENSP00000468425	0.070	0	0	0	0.498	0	0	0.416	0.704
CDCA8	UHRF1	9606.ENSP00000362146	9606.ENSP00000479617	0	0	0	0	0.684	0	0	0.221	0.743
CDCA8	DEPDC1	9606.ENSP00000362146	9606.ENSP00000412292	0	0	0	0	0.666	0	0	0.344	0.772
CDCA8	ZWINT	9606.ENSP00000362146	9606.ENSP00000363055	0	0	0	0	0.652	0	0	0.394	0.780
CDCA8	HMMR	9606.ENSP00000362146	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.410	0.864
CDCA8	TOP2A	9606.ENSP00000362146	9606.ENSP00000411532	0	0	0	0	0.796	0	0	0.624	0.920
CDCA8	HJURP	9606.ENSP00000362146	9606.ENSP00000414109	0	0	0	0	0.860	0	0	0.475	0.923
CDCA8	KIF4A	9606.ENSP00000362146	9606.ENSP00000363524	0	0	0	0	0.840	0	0	0.591	0.932
CDCA8	NUSAP1	9606.ENSP00000362146	9606.ENSP00000499238	0	0	0	0	0.825	0	0	0.723	0.949
CDCA8	KIF20A	9606.ENSP00000362146	9606.ENSP00000378356	0	0	0	0	0.907	0.434	0	0.656	0.980
CDH1	KRAS	9606.ENSP00000261769	9606.ENSP00000256078	0	0	0	0	0	0.135	0	0.693	0.723
CDH1	MMP7	9606.ENSP00000261769	9606.ENSP00000260227	0	0	0	0	0.059	0.048	0.400	0.704	0.819
CDH1	CDKN2A	9606.ENSP00000261769	9606.ENSP00000418915	0	0	0	0	0	0.046	0	0.712	0.713
CDH1	CXCL12	9606.ENSP00000261769	9606.ENSP00000379140	0	0	0	0	0.054	0	0	0.722	0.726
CDH1	SOX2	9606.ENSP00000261769	9606.ENSP00000323588	0	0	0	0	0.055	0	0	0.726	0.730
CDH1	MMP3	9606.ENSP00000261769	9606.ENSP00000299855	0	0	0	0	0	0.048	0.400	0.581	0.739
CDH1	MYC	9606.ENSP00000261769	9606.ENSP00000478887	0	0	0	0	0.042	0.101	0	0.791	0.804
CDH1	KLF4	9606.ENSP00000261769	9606.ENSP00000363804	0	0	0	0	0	0.292	0	0.742	0.809
CDH1	RPSA	9606.ENSP00000261769	9606.ENSP00000389351	0	0	0	0	0.047	0.802	0	0.167	0.829
CDH1	ITGA1	9606.ENSP00000261769	9606.ENSP00000282588	0	0	0	0	0	0	0	0.851	0.851
CDH1	EGF	9606.ENSP00000261769	9606.ENSP00000265171	0	0	0	0	0.043	0	0	0.851	0.852
CDH1	CTNND2	9606.ENSP00000261769	9606.ENSP00000307134	0	0	0	0	0.043	0.134	0	0.847	0.862
CDH1	PTEN	9606.ENSP00000261769	9606.ENSP00000361021	0	0	0	0	0.053	0	0	0.929	0.930
CDH1	ERVFRD-1	9606.ENSP00000261769	9606.ENSP00000420174	0	0	0	0	0	0	0	0.932	0.932
CDH1	S100A8	9606.ENSP00000261769	9606.ENSP00000357721	0	0	0	0	0.042	0.046	0	0.944	0.944
CDH1	MMP9	9606.ENSP00000261769	9606.ENSP00000361405	0	0	0	0	0.044	0.048	0.750	0.836	0.957
CDH1	MET	9606.ENSP00000261769	9606.ENSP00000317272	0	0	0	0	0.050	0.311	0	0.943	0.959
CDH1	CDH3	9606.ENSP00000261769	9606.ENSP00000264012	0	0	0.061	0.953	0.255	0.292	0.540	0.879	0.967
CDH1	ERBB2	9606.ENSP00000261769	9606.ENSP00000269571	0	0	0	0	0.139	0.108	0	0.964	0.970
CDH1	CDH5	9606.ENSP00000261769	9606.ENSP00000497290	0	0	0	0.732	0	0	0.540	0.969	0.985
CDH1	EGFR	9606.ENSP00000261769	9606.ENSP00000275493	0	0	0	0	0.055	0.815	0	0.995	0.999
CDH13	CDH3	9606.ENSP00000268613	9606.ENSP00000264012	0	0	0	0.795	0	0	0.540	0.435	0.728
CDH13	CDKN2A	9606.ENSP00000268613	9606.ENSP00000418915	0	0	0	0	0	0.046	0	0.746	0.747
CDH13	RASSF1	9606.ENSP00000268613	9606.ENSP00000349547	0	0	0	0	0	0	0	0.906	0.906
CDH19	CDH3	9606.ENSP00000262150	9606.ENSP00000264012	0	0	0	0.742	0	0	0.540	0.460	0.740
CDH5	LYVE1	9606.ENSP00000497290	9606.ENSP00000256178	0	0	0	0	0.253	0	0	0.624	0.707
CDH5	VWF	9606.ENSP00000497290	9606.ENSP00000261405	0	0	0	0	0.351	0.042	0	0.823	0.881
CDH5	EGFR	9606.ENSP00000497290	9606.ENSP00000275493	0	0	0	0	0	0.570	0	0.411	0.736
CDH5	ESAM	9606.ENSP00000497290	9606.ENSP00000278927	0	0	0	0	0.240	0	0	0.810	0.850
CDH5	EMCN	9606.ENSP00000497290	9606.ENSP00000296420	0	0	0	0	0.480	0	0	0.605	0.786
CDH5	ROBO4	9606.ENSP00000497290	9606.ENSP00000304945	0	0	0	0	0.424	0	0	0.512	0.707
CDH5	SELE	9606.ENSP00000497290	9606.ENSP00000331736	0	0	0	0	0.200	0.049	0	0.977	0.980
CDH5	PTPRB	9606.ENSP00000497290	9606.ENSP00000334928	0	0	0	0	0.509	0.345	0	0.949	0.982
CDH5	TIE1	9606.ENSP00000497290	9606.ENSP00000361554	0	0	0	0	0.407	0.045	0	0.687	0.807
CDH5	TEK	9606.ENSP00000497290	9606.ENSP00000369375	0	0	0	0	0.272	0.045	0	0.869	0.901
CDH5	CLDN5	9606.ENSP00000497290	9606.ENSP00000385477	0	0	0	0	0.404	0	0	0.988	0.993
CDH5	PECAM1	9606.ENSP00000497290	9606.ENSP00000457421	0	0	0	0	0.501	0.045	0.800	0.999	0.999
CDKN2A	MLH1	9606.ENSP00000418915	9606.ENSP00000231790	0	0	0	0	0	0	0	0.855	0.855
CDKN2A	KRAS	9606.ENSP00000418915	9606.ENSP00000256078	0	0	0	0	0.055	0.102	0.900	0.917	0.992
CDKN2A	TP63	9606.ENSP00000418915	9606.ENSP00000264731	0	0	0	0	0	0.294	0	0.648	0.741
CDKN2A	ERBB2	9606.ENSP00000418915	9606.ENSP00000269571	0	0	0	0	0.062	0.045	0	0.767	0.773
CDKN2A	EGFR	9606.ENSP00000418915	9606.ENSP00000275493	0	0	0	0	0.069	0.045	0	0.906	0.910
CDKN2A	CDKN2B	9606.ENSP00000418915	9606.ENSP00000276925	0	0	0.053	0.972	0.169	0.440	0.900	0.067	0.951
CDKN2A	MGMT	9606.ENSP00000418915	9606.ENSP00000302111	0.042	0	0	0	0.042	0	0	0.875	0.876
CDKN2A	SOX2	9606.ENSP00000418915	9606.ENSP00000323588	0	0	0	0	0.044	0.041	0	0.705	0.706
CDKN2A	E2F1	9606.ENSP00000418915	9606.ENSP00000345571	0	0	0	0	0.067	0.621	0	0.921	0.969
CDKN2A	RASSF1	9606.ENSP00000418915	9606.ENSP00000349547	0	0	0	0	0	0.173	0	0.878	0.894
CDKN2A	PTEN	9606.ENSP00000418915	9606.ENSP00000361021	0	0	0	0	0.053	0.188	0	0.908	0.923
CDKN2A	RUNX3	9606.ENSP00000418915	9606.ENSP00000382800	0	0	0	0	0.044	0	0.400	0.661	0.789
CDKN2A	FHIT	9606.ENSP00000418915	9606.ENSP00000418582	0	0	0	0	0	0.047	0	0.700	0.701
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000478887	0	0	0	0	0.055	0.783	0.900	0.929	0.998
CDKN2B	MYC	9606.ENSP00000276925	9606.ENSP00000478887	0	0	0	0	0.055	0.166	0.900	0.621	0.966
CDO1	GAD1	9606.ENSP00000250535	9606.ENSP00000350928	0	0	0	0	0	0	0.911	0.266	0.932
CEACAM1	CEACAM5	9606.ENSP00000161559	9606.ENSP00000221992	0	0	0.059	0.957	0.128	0.188	0	0.880	0.909
CEACAM5	KRAS	9606.ENSP00000221992	9606.ENSP00000256078	0	0	0	0	0	0.045	0	0.716	0.717
CEACAM5	EGFR	9606.ENSP00000221992	9606.ENSP00000275493	0	0	0	0	0	0	0	0.720	0.720
CEACAM5	ERBB2	9606.ENSP00000221992	9606.ENSP00000269571	0	0	0	0	0.058	0	0	0.764	0.768
CEBPD	SOX2	9606.ENSP00000386165	9606.ENSP00000323588	0	0	0	0	0.053	0.292	0.400	0.538	0.789
CENPF	DLGAP5	9606.ENSP00000355922	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.743	0.976
