"","ensembl_gene_id","hgnc_symbol","entrezgene_id","chromosome_name","start_position","end_position","strand","ID"
"685","ENSG00000229981","LINC01435",103695365,"10",107694973,108522143,-1,"114815_at"
"686","ENSG00000166068","SPRED1",161742,"15",38252836,38357249,1,"701_at"
"687","ENSG00000236107","SCN1A-AS1",101929680,"2",165957188,166390771,1,"80034_at"
"688","ENSG00000236107","SCN1A-AS1",102724058,"2",165957188,166390771,1,"80034_at"
"689","ENSG00000169432","SCN9A",6335,"2",166195185,166376001,-1,"80034_at"
"690","ENSG00000105329","TGFB1",7040,"19",41301587,41353922,-1,"1346_at"
"691","ENSG00000198502","HLA-DRB5",3127,"6",32517353,32530287,-1,"3122_at"
"692","ENSG00000221882","OR3A2",4995,"17",3276177,3386317,-1,"443_at"
"693","ENSG00000308197",NA,NA,"15",40486332,40487105,1,"825_at"
"694","ENSG00000259536",NA,NA,"15",40488039,40558019,1,"825_at"
"695","ENSG00000177426","TGIF1",7050,"18",3411608,3459978,1,"7050_at"
"696","ENSG00000302876","",NA,"18",3424236,3452380,-1,"7050_at"
"697","ENSG00000171914","TLN2",83660,"15",62390526,62844631,1,"9768_at"
"698","ENSG00000250604",NA,NA,"4",158199033,158408792,-1,"2743_at"
"699","ENSG00000304461",NA,NA,"4",158299469,158304440,1,"2743_at"
"700","ENSG00000172915","NBEA",26960,"13",34942270,35673022,1,"26960_at"
"701","ENSG00000282278","",NA,"4",53377839,54295272,1,"84708_at"
"702","ENSG00000109220","CHIC2",26511,"4",53994803,54064605,-1,"84708_at"
"703","ENSG00000023318","ERP44",23071,"9",99979185,100099052,-1,"9568_at"
"704","ENSG00000119509","INVS",27130,"9",100099243,100302175,1,"9568_at"
"705","ENSG00000239908","RN7SL75P",NA,"9",100102559,100102839,1,"9568_at"
"706","ENSG00000303938",NA,653857,"7",149887088,150047699,-1,"26157_at"
"707","ENSG00000204392","LSM2",57819,"6",31797396,31806966,-1,"1192_at"
"708","ENSG00000308871","",NA,"6",31806730,31807278,1,"1192_at"
"709","ENSG00000273877",NA,105373373,"X",153225628,153230357,1,"2316_at"
"710","ENSG00000088881","EBF4",57593,"20",2692780,2760108,1,"56265_at"
"711","ENSG00000242574","HLA-DMB",3109,"6",32934629,32941028,-1,"5698_at"
"712","ENSG00000127928","GNGT1",2792,"7",93591573,93911265,1,"1278_at"
"713","ENSG00000171848","RRM2",6241,"2",10120698,10211725,1,"6241_at"
"714","ENSG00000177239","MAN1B1",11253,"9",137086857,137109189,1,"10439_at"
"715","ENSG00000176978","DPP7",29952,"9",137110542,137118309,-1,"10439_at"
"716","ENSG00000299654","",NA,"9",137118345,137130044,-1,"10439_at"
"717","ENSG00000176884","GRIN1",2902,"9",137138346,137168756,1,"10439_at"
"718","ENSG00000140262","TCF12",6938,"15",56918623,57299281,1,"9133_at"
"719","ENSG00000289375","",NA,"6",31610853,31620998,-1,"534_at"
"720","ENSG00000301898","",NA,"6",31620120,31620572,1,"534_at"
"721","ENSG00000204469","PRRC2A",7916,"6",31620715,31637771,1,"534_at"
"722","ENSG00000231689","LINC01090",NA,"2",187711775,188384400,-1,"10203_at"
"723","ENSG00000165480","SKA3",221150,"13",21153595,21176552,-1,"2254_at"
"724","ENSG00000168878","SFTPB",6439,"2",85657314,85668741,-1,"8673_at"
"725","ENSG00000151773","CCDC122",160857,"13",43823909,43879740,-1,"387923_at"
"726","ENSG00000179915","NRXN1",9378,"2",49918503,51225575,-1,"9378_at"
"727","ENSG00000285548","",NA,"2",50324643,50345598,1,"9378_at"
"728","ENSG00000293880","",NA,"2",50529011,50536401,1,"9378_at"
"729","ENSG00000230327","MTCO1P42",NA,"2",50588690,50589415,-1,"9378_at"
"730","ENSG00000283058","",101927089,"2",50620875,50632993,1,"9378_at"
"731","ENSG00000216191","MIR8485",103504737,"2",50696172,50696262,-1,"9378_at"
"732","ENSG00000238165","",NA,"2",50829442,50829678,-1,"9378_at"
"733","ENSG00000286412","",NA,"2",51011777,51016950,1,"9378_at"
"734","ENSG00000231918","NRXN1-DT",730100,"2",51032601,52407917,1,"9378_at"
"735","ENSG00000160392","C19orf47",126526,"19",40319536,40348527,-1,"53822_at"
"736","ENSG00000288801",NA,NA,"16",53509231,53519590,-1,"643911_at"
"737","ENSG00000133216","EPHB2",2048,"1",22710839,22921500,1,"712_at"
"738","ENSG00000139055","ERP27",121506,"12",14914039,14938537,-1,"4256_at"
"739","ENSG00000305681",NA,NA,"22",37522752,37546136,-1,"23467_at"
"740","ENSG00000258077",NA,NA,"12",75523586,75984015,-1,"1466_at"
"741","ENSG00000163697","APBB2",323,"4",40810027,41216714,-1,"7345_at"
"742","ENSG00000145335","SNCA",6622,"4",89700345,89838315,-1,"266812_at"
"743","ENSG00000247775","SNCA-AS1",644248,"4",89836394,89842294,1,"266812_at"
"744","ENSG00000134812","CBLIF",2694,"11",59829273,59845499,-1,"51338_at"
"745","ENSG00000290490",NA,NA,"13",52219339,52334318,-1,"5100_at"
"746","ENSG00000165304","MELK",9833,"9",36572862,36677683,1,"9833_at"
"747","ENSG00000133216","EPHB2",2048,"1",22710839,22921500,1,"714_at"
"748","ENSG00000113448","PDE4D",5144,"5",58969038,60522120,-1,"79993_at"
"749","ENSG00000134644","PUM1",9698,"1",30931506,31065991,-1,"7805_at"
"750","ENSG00000182667","NTM",50863,"11",131370478,132336822,1,"4978_at"
"751","ENSG00000246089","MCPH1-DT",100287015,"8",6315551,6407308,-1,"285_at"
"752","ENSG00000160145","KALRN",8997,"3",124033369,124726325,1,"10954_at"
"753","ENSG00000164649","CDCA7L",55536,"7",21900899,21945903,-1,"55536_at"
"754","ENSG00000172915","NBEA",26960,"13",34942270,35673022,1,"9201_at"
"755","ENSG00000108239","TBC1D12",23232,"10",94402541,94536332,1,"3832_at"
"756","ENSG00000297460","",105376627,"11",35050042,35119199,1,"960_at"
"757","ENSG00000255521","CD44-DT",100507144,"11",35132655,35139311,-1,"960_at"
"758","ENSG00000026508","CD44",960,"11",35138882,35232402,1,"960_at"
"759","ENSG00000309480","",NA,"11",35171641,35174143,-1,"960_at"
"760","ENSG00000255443","CD44-AS1",NA,"11",35210343,35214985,-1,"960_at"
"761","ENSG00000162618","ADGRL4",64123,"1",78889764,79282124,-1,"10561_at"
"762","ENSG00000182010","RTKN2",219790,"10",62183035,62268844,-1,"983_at"
"763","ENSG00000101935","AMMECR1",9949,"X",110194186,110440318,-1,"5063_at"
"764","ENSG00000133136","GNG5B",347687,"X",110346103,110440372,-1,"5063_at"
"765","ENSG00000283239","",104266957,"8",1763888,1958627,1,"9920_at"
"766","ENSG00000104728","ARHGEF10",9639,"8",1823926,1958641,1,"9920_at"
"767","ENSG00000012983","MAP4K5",11183,"14",50418501,50561126,-1,"5836_at"
"768","ENSG00000255733","IFNG-AS1",100885789,"12",67989446,68234686,1,"4069_at"
"769","ENSG00000301254","",NA,"12",68001582,68118566,-1,"4069_at"
"770","ENSG00000095637","SORBS1",10580,"10",95311771,95561414,-1,"9211_at"
"771","ENSG00000289311",NA,NA,"12",110184554,110281043,-1,"23316_at"
"772","ENSG00000164684","ZNF704",619279,"8",80628451,80874781,-1,"11075_at"
"773","ENSG00000085978","ATG16L1",55054,"2",233210051,233295674,1,"80303_at"
"774","ENSG00000118363","SPCS2",9789,"11",74949261,74979033,1,"871_at"
"775","ENSG00000153015","CWC27",10283,"5",64766368,65102412,1,"64105_at"
"776","ENSG00000304095","",NA,"5",64832115,64884035,-1,"64105_at"
"777","ENSG00000054392","HHAT",55733,"1",210328252,210676296,1,"51514_at"
"778","ENSG00000258537","FRMD6-AS2",145438,"14",51379509,51651744,-1,"22795_at"
"779","ENSG00000258537","FRMD6-AS2",100874185,"14",51379509,51651744,-1,"22795_at"
"780","ENSG00000139926","FRMD6",122786,"14",51489100,51730727,1,"22795_at"
"781","ENSG00000225564","LINC01492",101928496,"9",103140523,103325050,-1,"84302_at"
"782","ENSG00000224565","LINC01754",NA,"20",47384040,47439309,-1,"3745_at"
"783","ENSG00000302913",NA,NA,"5",17315910,17387599,1,"10409_at"
"784","ENSG00000132549","VPS13B",157680,"8",99013266,99877580,1,"4147_at"
"785","ENSG00000163808","KIF15",56992,"3",44761721,44873376,1,"56992_at"
"786","ENSG00000107295","SH3GL2",6456,"9",17579066,17797124,1,"6456_at"
"787","ENSG00000248724","NPHP3-AS1",348808,"3",132721750,132895230,1,"131034_at"
"788","ENSG00000273112","",NA,"1",161513176,161605099,1,"83540_at"
"789","ENSG00000289768","",NA,"1",161544807,161631456,-1,"83540_at"
"790","ENSG00000244682","FCGR2C",NA,"1",161581339,161605662,1,"83540_at"
"791","ENSG00000162769","FLVCR1",28982,"1",212858275,212899363,1,"1063_at"
"792","ENSG00000301843","",NA,"1",212899342,212914896,-1,"1063_at"
"793","ENSG00000238045","MVP-DT",NA,"16",29808636,29821252,-1,"253982_at"
"794","ENSG00000280789","PAGR1",79447,"16",29816152,29822489,1,"253982_at"
"795","ENSG00000281348","",NA,"16",29817239,29830627,1,"253982_at"
"796","ENSG00000013364","MVP",9961,"16",29820394,29848039,1,"253982_at"
"797","ENSG00000158458","NRG2",9542,"5",139846779,140043299,-1,"929_at"
"798","ENSG00000298385",NA,NA,"2",221877986,222076547,1,"2043_at"
"799","ENSG00000298423",NA,NA,"2",221991002,222026224,-1,"2043_at"
"800","ENSG00000184867","ARMCX2",9823,"X",101655281,101659850,-1,"11013_at"
"801","ENSG00000100814","CCNB1IP1",57820,"14",20311368,20333312,-1,"6039_at"
"802","ENSG00000133216","EPHB2",2048,"1",22710839,22921500,1,"713_at"
"803","ENSG00000159398","CES5A",221223,"16",55846154,55956031,-1,"51090_at"
"804","ENSG00000166387","PPFIBP2",8495,"11",7513298,7657127,1,"51700_at"
"805","ENSG00000284800",NA,NA,"X",102360395,102471812,-1,"84707_at"
"806","ENSG00000138115","CYP2C8",1558,"10",95036772,95069497,-1,"26509_at"
"807","ENSG00000300042",NA,NA,"1",110640286,110722189,1,"9122_at"
"808","ENSG00000259905","PWRN1",791114,"15",24101827,24823365,1,"2562_at"
"809","ENSG00000259905","PWRN1",101928840,"15",24101827,24823365,1,"2562_at"
"810","ENSG00000293653","",NA,"15",24162746,24343470,-1,"2562_at"
"811","ENSG00000287888","",102723749,"15",24339015,24385488,-1,"2562_at"
"812","ENSG00000259805","",NA,"15",82925884,83103443,1,"4828_at"
"813","ENSG00000169609","C15orf40",123207,"15",82988441,83011641,-1,"4828_at"
"814","ENSG00000138764","CCNG2",901,"4",77157207,77433388,1,"419_at"
"815","ENSG00000162695","SLC30A7",148867,"1",100896076,100996260,1,"7412_at"
"816","ENSG00000135862","LAMC1",3915,"1",183023420,183145592,1,"116496_at"
"817","ENSG00000288692",NA,NA,"4",110876410,111392336,1,"3426_at"
"818","ENSG00000177103","DSCAML1",57453,"11",117427772,117817525,-1,"6330_at"
"819","ENSG00000249534","LINC01258",101928776,"4",38420662,38523180,-1,"7096_at"
"820","ENSG00000229989","MIR181A1HG",NA,"1",198739203,198937683,-1,"9928_at"
"821","ENSG00000287488",NA,NA,"7",79591134,79716532,1,"2770_at"
"822","ENSG00000176771","NCKAP5",344148,"2",132671788,133568463,-1,"116372_at"
"823","ENSG00000111203","ITFG2",55846,"12",2812622,2859791,1,"2305_at"
"824","ENSG00000206527","HACD2",201562,"3",123490820,123585053,-1,"1475_at"
"825","ENSG00000156395","SORCS3",22986,"10",104641290,105265242,1,"9118_at"
"826","ENSG00000287069",NA,NA,"3",19389185,19702795,-1,"131096_at"
"827","ENSG00000102053","ZC3H12B",340554,"X",65034788,65507887,1,"11326_at"
"828","ENSG00000248235","",NA,"8",22589274,22602084,1,"1960_at"
"829","ENSG00000241852","C8orf58",541565,"8",22599599,22604150,1,"1960_at"
"830","ENSG00000118292","C1orf54",79630,"1",150268200,150280916,1,"6282_at"
"831","ENSG00000289041","",NA,"1",150270218,150282389,-1,"6282_at"
"832","ENSG00000228566",NA,124902438,"10",63664657,64693794,1,"1959_at"
"833","ENSG00000228566",NA,124902439,"10",63664657,64693794,1,"1959_at"
"834","ENSG00000302971",NA,NA,"22",40721457,40741265,1,"55964_at"
"835","ENSG00000143401","ANP32E",81611,"1",150218417,150236156,-1,"6281_at"
"836","ENSG00000258859","LINC02296",NA,"14",87353070,87573022,-1,"8477_at"
"837","ENSG00000128563","PRKRIP1",79706,"7",102363872,102426676,1,"10234_at"
"838","ENSG00000290830","",NA,"7",102364162,102380633,1,"10234_at"
"839","ENSG00000152377","SPOCK1",6695,"5",136975298,137598379,-1,"10112_at"
"840","ENSG00000104859","CLASRP",11129,"19",45039045,45070956,1,"8857_at"
"841","ENSG00000207003","RNU6-611P",NA,"19",45047458,45047561,1,"8857_at"
"842","ENSG00000203321","CARNMT1-AS1",NA,"9",74952968,74996579,1,"301_at"
"843","ENSG00000100281","HMGXB4",10042,"22",35257452,35295807,1,"10369_at"
"844","ENSG00000079931","MOXD1",26002,"6",132296055,132401475,-1,"1490_at"
"845","ENSG00000113805","CNTN3",5067,"3",74262568,74614659,-1,"5067_at"
"846","ENSG00000294505",NA,NA,"9",112666257,112681320,-1,"1902_at"
"847","ENSG00000293460","",147081,"17",45620328,45655156,1,"1277_at"
"848","ENSG00000263715","LINC02210-CRHR1",1394,"17",45620344,45835826,1,"1277_at"
"849","ENSG00000263715","LINC02210-CRHR1",104909134,"17",45620344,45835826,1,"1277_at"
"850","ENSG00000175352","NRIP3",56675,"11",8965682,9005288,-1,"57758_at"
"851","ENSG00000253973","NRIP3-DT",105376541,"11",9004093,9067776,1,"57758_at"
"852","ENSG00000166526","ZNF3",7551,"7",100064033,100082548,-1,"51412_at"
"853","ENSG00000054654","SYNE2",23224,"14",63761899,64226433,1,"3306_at"
"854","ENSG00000302765",NA,105378927,"1",116880009,116885944,1,"965_at"
"855","ENSG00000224765","LINC02931",122965335,"X",137412444,137569203,-1,"2258_at"
"856","ENSG00000258583","LINC01500",NA,"14",58646631,59184247,1,"6252_at"
"857","ENSG00000232023","LINC01807",101928765,"2",228475224,228841924,-1,"80309_at"
"858","ENSG00000225249","LINC00378",NA,"13",60618983,61176809,1,"64881_at"
"859","ENSG00000259675",NA,NA,"15",61298791,61715216,-1,"771_at"
"860","ENSG00000310047",NA,NA,"15",61404072,61411330,1,"771_at"
"861","ENSG00000310137",NA,NA,"2",116294492,116388315,1,"57628_at"
"862","ENSG00000147647","DPYS",1807,"8",104330324,104467055,-1,"115908_at"
"863","ENSG00000154928","EPHB1",2047,"3",134795260,135260467,1,"7018_at"
"864","ENSG00000284734",NA,NA,"1",89198572,89296802,1,"2633_at"
"865","ENSG00000134324","LPIN1",23175,"2",11677595,11827409,1,"23620_at"
"866","ENSG00000160392","C19orf47",126526,"19",40319536,40348527,-1,"5348_at"
"867","ENSG00000092871","RFFL",117584,"17",35005990,35089319,-1,"84152_at"
"868","ENSG00000267618","",NA,"17",35011349,35121493,-1,"84152_at"
"869","ENSG00000106351","AGFG2",3268,"7",100539203,100568220,1,"5054_at"
"870","ENSG00000299526","",NA,"7",100556339,100569611,-1,"5054_at"
"871","ENSG00000182326","C1S",716,"12",6988259,7071032,1,"715_at"
"872","ENSG00000164292","RHOBTB3",22836,"5",95713522,95824383,1,"5122_at"
"873","ENSG00000173221","GLRX",2745,"5",95751319,95822726,-1,"5122_at"
"874","ENSG00000237742","HEY2-AS1",105377986,"6",125577545,125749190,-1,"7164_at"
"875","ENSG00000176014","TUBB6",84617,"18",12307669,12344320,1,"84617_at"
"876","ENSG00000165995","CACNB2",783,"10",18140424,18543557,1,"221074_at"
"877","ENSG00000147481","SNTG1",54212,"8",49909789,50796692,1,"6591_at"
"878","ENSG00000020577","SAMD4A",23034,"14",54566117,54793315,1,"9787_at"
"879","ENSG00000285774","SAMD4A-AS1",NA,"14",54683694,54729339,-1,"9787_at"
"880","ENSG00000225767","FAF1-AS1",105378715,"1",50419181,50471151,1,"1996_at"
"881","ENSG00000185104","FAF1",11124,"1",50437028,50960267,-1,"1996_at"
"882","ENSG00000295844",NA,NA,"20",51889881,51997396,-1,"8537_at"
"883","ENSG00000236052","LINC01643",105373010,"22",34017402,34218796,1,"3162_at"
"884","ENSG00000251301","LINC02384",NA,"12",68332773,68538980,-1,"144453_at"
"885","ENSG00000306562","",NA,"12",68335642,68337013,1,"144453_at"
"886","ENSG00000256273","",NA,"12",68344637,68352926,1,"144453_at"
"887","ENSG00000296171",NA,NA,"4",109858209,109888727,-1,"64850_at"
"888","ENSG00000123572","NRK",203447,"X",105822539,105958610,1,"79589_at"
"889","ENSG00000304725","",NA,"X",105910585,106007975,-1,"79589_at"
"890","ENSG00000254996","ANKHD1-EIF4EBP3",404734,"5",140401908,140549569,1,"57717_at"
"891","ENSG00000213523","SRA1",10011,"5",140537340,140557677,-1,"57717_at"
"892","ENSG00000293413","",NA,"20",35558737,35607562,-1,"4826_at"
"893","ENSG00000088340","FER1L4",NA,"20",35558866,35607494,-1,"4826_at"
"894","ENSG00000142949","PTPRF",5792,"1",43525187,43623666,1,"991_at"
"895","ENSG00000119698","PPP4R4",57718,"14",94146128,94279734,1,"12_at"
"896","ENSG00000271614","ATP2B1-AS1",NA,"12",89708177,90143524,1,"4060_at"
"897","ENSG00000252335","RNU6-62P",NA,"13",95019235,95019336,1,"9071_at"
"898","ENSG00000125257","ABCC4",10257,"13",95019835,95301475,-1,"9071_at"
"899","ENSG00000283573","",105375070,"6",43797144,43904542,1,"7422_at"
"900","ENSG00000283215","LINC02537",285857,"6",43844878,43852333,-1,"7422_at"
"901","ENSG00000105967","TFEC",22797,"7",115935148,116159896,-1,"857_at"
"902","ENSG00000198873","GRK5",2869,"10",119207571,119459745,1,"2018_at"
"903","ENSG00000008394","MGST1",4257,"12",16347142,16609259,1,"55885_at"
"904","ENSG00000048540","LMO3",55885,"12",16548372,16610594,-1,"55885_at"
"905","ENSG00000299484",NA,NA,"11",104408918,104422745,1,"114769_at"
"906","ENSG00000284734",NA,NA,"1",89198572,89296802,1,"2635_at"
"907","ENSG00000101098","RIMS4",140730,"20",44751808,44810546,-1,"81031_at"
"908","ENSG00000181744","DIPK2A",205428,"3",143971823,144048719,1,"26577_at"
"909","ENSG00000101977","MCF2",4168,"X",139581770,139708216,-1,"286411_at"
"910","ENSG00000272274","ARGLU1-DT",NA,"13",106567330,106716679,1,"728215_at"
"911","ENSG00000299254","",NA,"13",106568322,106619371,-1,"728215_at"
"912","ENSG00000197081","IGF2R",3482,"6",159969082,160113507,1,"6648_at"
"913","ENSG00000171984","SHLD1",149840,"20",5750393,5864395,1,"1114_at"
"914","ENSG00000136231","IGF2BP3",10643,"7",23310209,23470491,-1,"10643_at"
"915","ENSG00000132329","RAMP1",10267,"2",237858893,237912106,1,"1293_at"
"916","ENSG00000163288","GABRB1",2560,"4",46993723,47426447,1,"2560_at"
"917","ENSG00000223546","LINC00630",NA,"X",102720701,102997186,1,"5354_at"
"918","ENSG00000166682","TMPRSS5",80975,"11",113687547,113706373,-1,"4837_at"
"919","ENSG00000264031","ABHD15-AS1",NA,"17",29560547,29707090,1,"6347_at"
"920","ENSG00000198720","ANKRD13B",124930,"17",29589769,29614761,1,"6347_at"
"921","ENSG00000305723",NA,NA,"18",38591630,38593845,-1,"6014_at"
"922","ENSG00000268566",NA,NA,"18",38655201,38728574,-1,"6014_at"
"923","ENSG00000300676",NA,NA,"18",38718755,38807677,1,"6014_at"
"924","ENSG00000146674","IGFBP3",3486,"7",45912245,45921874,-1,"3486_at"
"925","ENSG00000069018","TRPC7",57113,"5",136212745,136365545,-1,"6695_at"
"926","ENSG00000242593",NA,NA,"7",124032034,124489572,1,"2861_at"
"927","ENSG00000223874","TESHL",NA,"2",216694404,217336120,1,"3485_at"
"928","ENSG00000305263","",NA,"2",217203219,217248455,-1,"3485_at"
"929","ENSG00000258086","GPR84-AS1",NA,"12",54352429,54497688,1,"196410_at"
"930","ENSG00000139572","GPR84",53831,"12",54362445,54364487,-1,"196410_at"
"931","ENSG00000066933","MYO9A",4649,"15",71822291,72118577,-1,"4016_at"
"932","ENSG00000261632","",107984714,"15",71972181,72046533,1,"4016_at"
"933","ENSG00000121774","KHDRBS1",10657,"1",32013868,32060850,1,"90853_at"
"934","ENSG00000116473","RAP1A",5906,"1",111542218,111716691,1,"1117_at"
"935","ENSG00000253968",NA,NA,"5",173383941,173524042,1,"51617_at"
"936","ENSG00000253141",NA,NA,"5",173463484,173484584,1,"51617_at"
"937","ENSG00000130844","ZNF331",55422,"19",53519527,53580269,1,"2014_at"
"938","ENSG00000262879",NA,NA,"17",46982786,47100323,-1,"56934_at"
"939","ENSG00000102710","SUPT20H",55578,"13",37009312,37059713,-1,"10631_at"
"940","ENSG00000116731","PRDM2",7799,"1",13700188,13825079,1,"10630_at"
"941","ENSG00000012223","LTF",4057,"3",46435645,46485234,-1,"4057_at"
