ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
56146_at	2.42e-01	1.49e-01	-1.4484101	-6.14078	-0.12255717	56146	5	+	140156693	140165342
3214_at	2.42e-01	1.49e-01	-1.4480194	-6.14134	-0.23811512	3214	17	-	44008287	44007929
255352_at	2.42e-01	1.49e-01	-1.4480118	-6.14136	-0.07963426	255352	10	-	134593231	134592736
127733_at	2.42e-01	1.49e-01	1.4479405	-6.14146	0.21098664	127733	1	+	20390523	20392404
643875_at	2.42e-01	1.49e-01	-1.4478819	-6.14154	-0.07697119	643875	6	+	6480497	6480699
2627_at	2.42e-01	1.49e-01	-1.4471734	-6.14256	-0.2474141	2627	18	+	18035349	18035880
143501_at	2.42e-01	1.49e-01	1.4471702	-6.14256	0.06054441	143501	11	-	4551201	4549257
83882_at	2.42e-01	1.49e-01	-1.4469246	-6.14291	-0.13254716	83882	17	+	77225752	77226144
79932_at	2.43e-01	1.49e-01	1.4461176	-6.14407	0.19182837	79932	1	-	35672978	35671707
127002_at	2.43e-01	1.49e-01	-1.446101	-6.14409	-0.12485026	127002	1	+	109835628	109836742
56658_at	2.43e-01	1.49e-01	-1.4460045	-6.14423	-0.18941073	56658	6	+	30418913	30419363
4993_at	2.43e-01	1.49e-01	1.4459688	-6.14428	0.0853549	4993	16	+	3346396	3346780
55275_at	2.43e-01	1.49e-01	1.4457391	-6.14461	0.14502065	55275	17	-	410443	382716
84450_at	2.43e-01	1.49e-01	-1.4456882	-6.14468	-0.22753472	84450	2	+	27698356	27699327
79596_at	2.43e-01	1.49e-01	1.4455938	-6.14482	0.28233368	79596	13	-	78086902	78086509
94005_at	2.43e-01	1.49e-01	-1.4454669	-6.145	-0.15304744	94005	17	-	23905069	23904565
79400_at	2.43e-01	1.49e-01	-1.445412	-6.14508	-0.08710437	79400	15	+	67126897	67136075
3347_at	2.43e-01	1.50e-01	-1.4449397	-6.14576	-0.0658342	3347	4	+	70928782	70936595
3239_at	2.43e-01	1.50e-01	-1.4447392	-6.14604	-0.18822919	3239	2	+	176666342	176667675
83881_at	2.43e-01	1.50e-01	1.4446298	-6.1462	0.09190647	83881	1	+	224478278	224480098
63898_at	2.43e-01	1.50e-01	-1.4446054	-6.14623	-0.23381484	63898	8	+	19297034	19297543
140680_at	2.43e-01	1.50e-01	-1.4443161	-6.14665	-0.09622065	140680	20	-	205458	199552
6146_at	2.44e-01	1.50e-01	-1.4435714	-6.14771	-0.29200093	6146	1	-	6168946	6167872
139285_at	2.44e-01	1.50e-01	-1.4434287	-6.14792	-0.07020526	139285	X	-	63322247	63322097
28234_at	2.44e-01	1.50e-01	-1.4430767	-6.14842	-0.06779702	28234	12	+	20960369	20960836
441355_at	2.44e-01	1.50e-01	1.4428196	-6.14879	0.06848379	441355	8	+	75832542	75832866
2691_at	2.44e-01	1.50e-01	1.4428093	-6.1488	0.07875065	2691	20	-	35318285	35312956
10533_at	2.44e-01	1.50e-01	1.4424345	-6.14934	0.19098275	10533	3	+	11379302	11571476
6397_at	2.44e-01	1.50e-01	-1.4422888	-6.14955	-0.32652181	6397	17	+	72650363	72724551
1116_at	2.44e-01	1.50e-01	-1.4422797	-6.14956	-1.75888509	1116	1	-	201415209	201414738
2277_at	2.44e-01	1.50e-01	1.4422134	-6.14966	0.1291408	2277	X	-	15274156	15273708
317781_at	2.44e-01	1.50e-01	1.4416795	-6.15042	0.18937846	317781	12	-	131192066	131189406
80315_at	2.44e-01	1.51e-01	1.4414919	-6.15069	0.3845309	80315	5	+	173315845	173319837
55331_at	2.44e-01	1.51e-01	1.4414698	-6.15072	0.31176297	55331	11	+	76410997	76411512
92211_at	2.44e-01	1.51e-01	1.4413308	-6.15092	0.47207876	92211	10	+	85966540	85967057
442194_at	2.44e-01	1.51e-01	1.4411236	-6.15121	0.08492822	442194	6	+	29516175	29516686
131450_at	2.44e-01	1.51e-01	-1.4409609	-6.15144	-0.07437305	131450	3	-	114131020	114125011
55862_at	2.44e-01	1.51e-01	-1.4408395	-6.15162	-0.20215139	55862	6	-	127677697	127651595
114784_at	2.45e-01	1.51e-01	-1.4406986	-6.15182	-0.36061772	114784	1	-	34010849	33752240
7165_at	2.45e-01	1.51e-01	-1.440477	-6.15213	-0.23697161	7165	20	+	61992781	61993260
283310_at	2.45e-01	1.51e-01	1.4402875	-6.1524	0.56943548	283310	12	+	79296896	79296946
29855_at	2.45e-01	1.51e-01	1.4399686	-6.15286	0.16423866	29855	16	+	4842889	4872272
51227_at	2.45e-01	1.51e-01	1.4399266	-6.15292	0.25624567	51227	21	-	37366647	37359613
25766_at	2.45e-01	1.51e-01	1.4393656	-6.15372	0.21637668	25766	12	+	48324221	48324648
79778_at	2.45e-01	1.51e-01	-1.4393006	-6.15381	-0.45181676	79778	7	-	1442948	1440544
1025_at	2.45e-01	1.51e-01	-1.4391479	-6.15403	-0.28755249	1025	9	+	129591356	129591845
51204_at	2.45e-01	1.51e-01	1.4391109	-6.15408	0.15866721	51204	17	+	59038896	59039386
286554_at	2.45e-01	1.51e-01	-1.438902	-6.15438	-0.05427845	286554	Y	-	20077270	20076747
10151_at	2.45e-01	1.51e-01	-1.4383503	-6.15517	-0.08400611	10151	10	-	43603351	43602945
339451_at	2.45e-01	1.51e-01	-1.438313	-6.15522	-0.08689963	339451	1	+	887126	890880
125170_at	2.45e-01	1.51e-01	1.4381764	-6.15541	0.14222104	125170	17	+	18109355	18109744
83595_at	2.45e-01	1.52e-01	1.4380968	-6.15553	0.21328152	83595	8	-	10620362	10618744
389898_at	2.45e-01	1.52e-01	1.4379967	-6.15567	0.10943965	389898	X	+	142795435	142795927
7978_at	2.45e-01	1.52e-01	-1.4379681	-6.15571	-0.23692721	7978	7	-	91340634	91340219
6542_at	2.45e-01	1.52e-01	1.4379354	-6.15576	0.33840355	6542	8	+	17462239	17472211
3421_at	2.45e-01	1.52e-01	1.4377788	-6.15598	0.18063961	3421	X	-	152705726	152704434
126820_at	2.46e-01	1.52e-01	-1.4371094	-6.15693	-0.25510029	126820	1	+	85364898	85371327
7181_at	2.46e-01	1.52e-01	-1.4370021	-6.15709	-0.22982967	7181	12	-	93948508	93939835
118491_at	2.46e-01	1.52e-01	-1.4368619	-6.15729	-0.52905666	118491	10	-	74702745	74683553
3340_at	2.46e-01	1.52e-01	1.4366614	-6.15757	0.13235093	3340	5	+	149913044	149917903
117155_at	2.46e-01	1.52e-01	-1.4364164	-6.15792	-0.11344316	117155	15	-	41711829	41711796
84931_at	2.46e-01	1.52e-01	1.4359208	-6.15863	0.11354739	84931	2	-	120938845	120938413
55266_at	2.47e-01	1.52e-01	-1.4350667	-6.15984	-0.19453009	55266	12	+	70377488	70384006
3892_at	2.47e-01	1.52e-01	1.4348453	-6.16015	0.10605893	3892	12	+	50988798	50989165
84912_at	2.47e-01	1.52e-01	1.4347421	-6.1603	0.22243939	84912	7	-	133629657	133625002
10127_at	2.47e-01	1.53e-01	-1.4344661	-6.16069	-0.20757684	10127	16	+	3280866	3281400
64599_at	2.47e-01	1.53e-01	1.4342313	-6.16103	0.14285898	64599	7	-	100117301	100115098
222171_at	2.47e-01	1.53e-01	-1.434136	-6.16116	-0.11098636	222171	7	+	29572953	29573270
29948_at	2.47e-01	1.53e-01	1.434056	-6.16128	0.17626686	29948	16	+	82556942	82557338
23383_at	2.47e-01	1.53e-01	-1.4334889	-6.16208	-0.16636244	23383	19	+	19321016	19330495
3481_at	2.47e-01	1.53e-01	-1.4332356	-6.16244	-0.62796989	3481	11	-	2111422	2106969
284086_at	2.47e-01	1.53e-01	-1.4328449	-6.163	-0.13275888	284086	17	+	24093397	24093841
259236_at	2.48e-01	1.54e-01	1.4310485	-6.16554	0.22232439	259236	3	+	46726782	46727169
8365_at	2.48e-01	1.54e-01	-1.4309842	-6.16564	-0.28027367	8365	6	-	26393566	26393362
403341_at	2.48e-01	1.54e-01	1.4309557	-6.16568	0.24752012	403341	9	+	128687401	128687817
83743_at	2.49e-01	1.54e-01	-1.430082	-6.16691	-0.17297783	83743	19	+	53648714	53648889
3269_at	2.49e-01	1.54e-01	-1.4299954	-6.16704	-0.54986895	3269	3	+	11276777	11279348
5820_at	2.49e-01	1.54e-01	1.4297266	-6.16742	0.07848088	5820	8	+	129021300	129021783
57106_at	2.49e-01	1.54e-01	1.4294149	-6.16786	0.29832922	57106	19	+	60690263	60690653
2184_at	2.49e-01	1.54e-01	-1.4294122	-6.16786	-0.39576962	2184	15	+	78254447	78260519
388182_at	2.49e-01	1.54e-01	1.4293909	-6.16789	0.071504	388182	15	-	98702774	98702630
84337_at	2.49e-01	1.54e-01	-1.4290805	-6.16833	-0.16209449	84337	19	-	11525257	11524880
9792_at	2.49e-01	1.54e-01	-1.4289056	-6.16858	-0.39430748	9792	2	-	64713445	64712290
126123_at	2.49e-01	1.54e-01	1.4287977	-6.16873	0.10529245	126123	19	-	55357852	55347663
2266_at	2.49e-01	1.54e-01	-1.428364	-6.16935	-0.08189219	2266	4	-	155747494	155745630
6227_at	2.49e-01	1.54e-01	-1.4281407	-6.16966	-0.15991354	6227	20	+	60395781	60396763
1756_at	2.49e-01	1.54e-01	1.4280073	-6.16985	0.33652321	1756	X	-	31106644	31047336
7007_at	2.49e-01	1.54e-01	-1.427969	-6.16991	-0.16359152	7007	11	+	120544731	120566642
57619_at	2.49e-01	1.54e-01	1.42788	-6.17003	0.46997948	57619	4	+	77919387	77919868
28988_at	2.49e-01	1.54e-01	-1.4276341	-6.17038	-0.21211987	28988	7	+	44067114	44067597
84064_at	2.50e-01	1.55e-01	1.427232	-6.17095	0.21231428	84064	18	-	42888189	42887871
23513_at	2.50e-01	1.55e-01	-1.4262512	-6.17233	-0.21522238	23513	8	-	144945378	144945146
2073_at	2.50e-01	1.55e-01	-1.4258663	-6.17288	-0.26118108	2073	13	+	102325775	102326211
122961_at	2.50e-01	1.55e-01	-1.4253931	-6.17355	-0.21608782	122961	14	+	74031314	74031562
1059_at	2.50e-01	1.55e-01	-1.4251752	-6.17385	-0.30078107	1059	20	-	3713018	3712544
81034_at	2.51e-01	1.55e-01	1.4248211	-6.17435	0.25044658	81034	8	-	104480933	104480393
2192_at	2.51e-01	1.56e-01	-1.4239522	-6.17558	-0.4171656	2192	22	+	44332703	44375576
2674_at	2.51e-01	1.56e-01	-1.4238452	-6.17573	-0.22199002	2674	10	-	117813818	117813354
5545_at	2.51e-01	1.56e-01	1.4238183	-6.17577	0.11215734	5545	12	-	11352723	11351314
80092_at	2.51e-01	1.56e-01	1.423795	-6.1758	0.32024459	80092	2	+	95561311	95561735
2271_at	2.51e-01	1.56e-01	1.4237885	-6.17581	0.20866695	2271	1	-	239747215	239727630
280664_at	2.51e-01	1.56e-01	-1.4235981	-6.17608	-0.06081135	280664	20	-	43766987	43746902
5714_at	2.51e-01	1.56e-01	-1.423591	-6.17609	-0.26150993	5714	19	+	43561806	43565850
28973_at	2.51e-01	1.56e-01	-1.4234512	-6.17629	-0.17952803	28973	6	+	30698598	30702070
10896_at	2.51e-01	1.56e-01	1.4234314	-6.17631	0.07696034	10896	1	+	184636620	184637144
85480_at	2.51e-01	1.56e-01	-1.4232103	-6.17663	-0.38954375	85480	5	+	110439838	110440249
29986_at	2.51e-01	1.56e-01	1.4230029	-6.17692	0.09650808	29986	14	+	20539306	20539804
10736_at	2.51e-01	1.56e-01	-1.4227794	-6.17723	-0.10141488	10736	2	-	45086789	45085879
57653_at	2.51e-01	1.56e-01	-1.4224709	-6.17767	-0.18992776	57653	9	+	99172840	99178969
1889_at	2.52e-01	1.56e-01	1.4220105	-6.17832	0.19211863	1889	1	-	21424474	21418976
4901_at	2.52e-01	1.56e-01	1.4220053	-6.17832	0.08290293	4901	14	-	23620339	23619253
6687_at	2.52e-01	1.56e-01	1.4218664	-6.17852	0.17818809	6687	16	+	88131101	88151600
114038_at	2.52e-01	1.56e-01	-1.4211955	-6.17947	-0.07344318	114038	21	-	43720320	43706435
79848_at	2.52e-01	1.56e-01	-1.4209318	-6.17984	-0.16100031	79848	8	+	68170237	68270314
51194_at	2.52e-01	1.57e-01	-1.4204924	-6.18046	-0.16242113	51194	5	+	61959068	61960058
4892_at	2.53e-01	1.57e-01	1.4196271	-6.18167	0.06298241	4892	10	-	115389978	115365511
6905_at	2.53e-01	1.57e-01	-1.419445	-6.18193	-0.18897881	6905	1	+	233668792	233678850
55559_at	2.53e-01	1.57e-01	1.419379	-6.18202	0.24845627	55559	X	-	152374389	152366343
153769_at	2.53e-01	1.57e-01	1.4191544	-6.18234	0.13494071	153769	5	+	145422197	145422478
148930_at	2.53e-01	1.57e-01	1.4190194	-6.18253	0.08005109	148930	1	-	46784472	46783956
199223_at	2.53e-01	1.57e-01	-1.418855	-6.18276	-0.20641001	199223	3	+	39136461	39155295
53336_at	2.53e-01	1.57e-01	-1.4187226	-6.18294	-0.0363127	53336	X	+	87895840	87896383
3811_at	2.53e-01	1.57e-01	1.4187104	-6.18296	0.06626068	3811	19	+	60024973	60033739
54845_at	2.53e-01	1.57e-01	1.4186967	-6.18298	0.15683045	54845	8	+	95787341	95788797
3916_at	2.53e-01	1.57e-01	-1.4185547	-6.18318	-0.2524089	3916	13	+	113022736	113025695
150372_at	2.53e-01	1.57e-01	1.4185275	-6.18322	0.12052046	150372	22	-	41109347	41108935
57544_at	2.53e-01	1.57e-01	1.4182913	-6.18355	0.37080044	57544	14	-	51967594	51967130
8106_at	2.53e-01	1.57e-01	1.4182633	-6.18359	0.24265816	8106	14	+	22861316	22864716
91582_at	2.53e-01	1.57e-01	1.4181588	-6.18374	0.1858361	91582	22	-	38255776	38255089
55_at	2.53e-01	1.57e-01	-1.417848	-6.18417	-0.21867331	55	3	+	133559817	133560203
5911_at	2.53e-01	1.57e-01	1.4178232	-6.18421	0.44701418	5911	13	+	96915898	96918072
6689_at	2.53e-01	1.57e-01	1.4176766	-6.18441	0.09238657	6689	19	+	55623483	55623943
6565_at	2.53e-01	1.58e-01	-1.4172327	-6.18504	-0.46757864	6565	3	+	123142432	123142889
57462_at	2.53e-01	1.58e-01	1.4171639	-6.18513	0.12485295	57462	9	-	34362775	34362351
154313_at	2.53e-01	1.58e-01	1.4168046	-6.18564	0.22071573	154313	6	+	88227510	88230816
126205_at	2.53e-01	1.58e-01	-1.416768	-6.18569	-0.08866935	126205	19	+	61173836	61191067
140701_at	2.53e-01	1.58e-01	1.416588	-6.18594	0.09455166	140701	20	+	61964179	61964680
84984_at	2.54e-01	1.58e-01	1.4151817	-6.18792	0.29711683	84984	3	-	197919937	197918844
338645_at	2.54e-01	1.58e-01	-1.4150349	-6.18812	-0.38140532	338645	11	+	25058390	25058889
85280_at	2.54e-01	1.58e-01	-1.4149835	-6.18819	-0.08195334	85280	17	+	36659898	36660308
89777_at	2.54e-01	1.58e-01	-1.4148448	-6.18839	-0.07054628	89777	18	+	59382307	59385132
26140_at	2.54e-01	1.58e-01	-1.4145829	-6.18876	-0.18095735	26140	3	+	9837263	9851976
5790_at	2.54e-01	1.58e-01	1.41442	-6.18898	0.12481169	5790	11	-	66960086	66959582
57502_at	2.54e-01	1.58e-01	-1.4142112	-6.18928	-0.43259434	57502	X	-	5820049	5818221
10848_at	2.54e-01	1.58e-01	-1.4141119	-6.18942	-0.29902319	10848	19	-	50575135	50574789
285412_at	2.54e-01	1.58e-01	1.4140207	-6.18954	0.27425025	285412	4	+	113597402	113598325
124808_at	2.55e-01	1.59e-01	1.4136407	-6.19008	0.17819613	124808	17	-	40110808	40110383
388503_at	2.55e-01	1.59e-01	1.4134686	-6.19032	0.09079276	388503	19	+	10044779	10045740
8462_at	2.55e-01	1.59e-01	-1.41328	-6.19058	-0.20627148	8462	2	+	10106099	10112370
6192_at	2.55e-01	1.59e-01	-1.4128959	-6.19112	-1.54360555	6192	Y	+	2773706	2794898
1643_at	2.55e-01	1.59e-01	-1.4122188	-6.19207	-0.43320456	1643	11	+	47215993	47217254
3766_at	2.55e-01	1.59e-01	1.41217	-6.19213	0.54226764	3766	1	-	158277511	158274695
84790_at	2.55e-01	1.59e-01	-1.4119904	-6.19239	-0.25498793	84790	12	+	47952862	47953295
80332_at	2.55e-01	1.59e-01	-1.4118226	-6.19262	-0.19782555	80332	20	-	3597169	3596698
643549_at	2.55e-01	1.59e-01	1.4116951	-6.1928	0.09192632	643549	20	-	43994906	43994831
23520_at	2.55e-01	1.59e-01	1.4115962	-6.19294	0.07538863	23520	4	-	165338148	165337699
283106_at	2.55e-01	1.59e-01	-1.4115469	-6.19301	-0.39363844	283106	11	-	11330409	11330164
283579_at	2.55e-01	1.59e-01	1.41153	-6.19303	0.12484672	283579	14	+	77297015	77305732
64359_at	2.56e-01	1.59e-01	-1.4105148	-6.19445	-0.44726673	64359	17	-	649746	649358
7341_at	2.56e-01	1.59e-01	1.4104657	-6.19452	0.22241429	7341	2	-	202783740	202779234
730062_at	2.56e-01	1.59e-01	1.4104574	-6.19453	0.16922891	730062	22	+	32645988	32646293
8706_at	2.56e-01	1.60e-01	1.4099487	-6.19524	0.50409653	8706	3	-	162286814	162284652
11067_at	2.56e-01	1.60e-01	-1.4097723	-6.19549	-0.52310596	11067	10	-	44793363	44791769
165904_at	2.56e-01	1.60e-01	-1.4095651	-6.19578	-0.14485127	165904	3	-	39200244	39199787
147687_at	2.56e-01	1.60e-01	-1.4094828	-6.19589	-0.06900963	147687	19	-	63110581	63110318
6871_at	2.57e-01	1.60e-01	-1.4084596	-6.19732	-0.15089266	6871	17	+	32874811	32911279
90273_at	2.57e-01	1.60e-01	-1.4081092	-6.19781	-0.09815369	90273	19	+	46775437	46783640
23197_at	2.57e-01	1.60e-01	-1.4080662	-6.19787	-0.17100376	23197	5	+	175858531	175869553
196_at	2.57e-01	1.60e-01	-1.4078368	-6.19819	-0.57200112	196	7	+	17351374	17351803
8764_at	2.57e-01	1.60e-01	-1.407788	-6.19826	-0.21779472	8764	1	-	2479785	2479249
495_at	2.57e-01	1.60e-01	1.4077309	-6.19834	0.08377802	495	19	-	40733582	40732969
65983_at	2.57e-01	1.60e-01	-1.40767	-6.19842	-0.4684704	65983	5	+	125856944	125857381
340206_at	2.57e-01	1.60e-01	1.4076186	-6.19849	0.0615259	340206	6	-	41284788	41284352
26538_at	2.57e-01	1.60e-01	1.4071671	-6.19912	0.05842143	26538	19	+	15700345	15700740
28676_at	2.57e-01	1.61e-01	1.4068687	-6.19954	0.06432758	28676	14	+	21363516	21364009
23112_at	2.57e-01	1.61e-01	1.4067566	-6.19969	0.28172074	23112	22	+	39048934	39061669
2017_at	2.57e-01	1.61e-01	1.4065757	-6.19995	0.2123883	2017	11	+	69929023	69960197
2786_at	2.57e-01	1.61e-01	-1.4064062	-6.20018	-0.58272913	2786	1	-	233813720	233781871
4486_at	2.57e-01	1.61e-01	1.4062233	-6.20044	0.12704924	4486	3	-	49899932	49899479
23562_at	2.57e-01	1.61e-01	-1.4060569	-6.20067	-0.06887149	23562	21	-	36755295	36754824
79741_at	2.57e-01	1.61e-01	-1.4060136	-6.20073	-0.10748519	79741	10	+	33180763	33211736
56135_at	2.58e-01	1.61e-01	-1.4054782	-6.20148	-0.05300775	56135	5	+	140288980	140289135
219790_at	2.58e-01	1.61e-01	-1.4054321	-6.20154	-0.24433629	219790	10	-	63623476	63623047
124220_at	2.58e-01	1.61e-01	-1.4052245	-6.20183	-0.1076662	124220	16	+	2820726	2822236
26275_at	2.58e-01	1.61e-01	-1.4051787	-6.20189	-0.21413994	26275	2	-	190817870	190777696
116028_at	2.58e-01	1.61e-01	-1.4050335	-6.2021	-0.37878532	116028	16	+	11352534	11352997
8748_at	2.58e-01	1.61e-01	1.40487	-6.20232	0.07028612	8748	14	-	70059333	70058873
4488_at	2.58e-01	1.61e-01	-1.4048223	-6.20239	-0.32352385	4488	5	+	174088895	174090284
8973_at	2.58e-01	1.61e-01	1.4043874	-6.20299	0.08358424	8973	8	-	42730454	42727407
348180_at	2.58e-01	1.61e-01	-1.4042361	-6.20321	-0.16934017	348180	16	+	87308788	87309240
54861_at	2.58e-01	1.61e-01	1.4041449	-6.20333	0.24458005	54861	3	+	43367034	43367533
55213_at	2.58e-01	1.61e-01	1.4039795	-6.20356	0.34269132	55213	13	-	49004665	49004145
6403_at	2.58e-01	1.61e-01	-1.4039561	-6.20359	-0.18377833	6403	1	-	167825254	167824751
79090_at	2.58e-01	1.61e-01	1.4039333	-6.20363	0.23396804	79090	19	-	50360007	50358093
166793_at	2.58e-01	1.61e-01	-1.4037867	-6.20383	-0.13959586	166793	4	+	4373951	4374365
9628_at	2.58e-01	1.61e-01	1.4037063	-6.20394	0.33771932	9628	14	+	72046696	72100290
89874_at	2.58e-01	1.62e-01	-1.4031877	-6.20466	-0.13443449	89874	14	-	36219304	36218858
63940_at	2.58e-01	1.62e-01	-1.4031626	-6.2047	-0.19326071	63940	6	-	32267595	32266595
6758_at	2.58e-01	1.62e-01	1.4031381	-6.20473	0.10061205	6758	X	-	47939689	47932066
642280_at	2.58e-01	1.62e-01	1.4030844	-6.20481	0.04568664	642280	4	+	239150	239656
84618_at	2.58e-01	1.62e-01	1.4030638	-6.20484	0.07146798	84618	1	-	39899480	39897391
8629_at	2.58e-01	1.62e-01	-1.4030557	-6.20485	-0.06330521	8629	8	-	143742942	143741908
23371_at	2.58e-01	1.62e-01	1.4028636	-6.20511	0.34352743	23371	12	+	51743835	51744305
617_at	2.58e-01	1.62e-01	-1.402835	-6.20515	-0.15582561	617	2	+	219235890	219236375
970_at	2.58e-01	1.62e-01	1.4027855	-6.20522	0.14888646	970	19	-	6537381	6536902
84909_at	2.59e-01	1.62e-01	1.4023887	-6.20577	0.37131357	84909	9	+	96888795	96889181
728537_at	2.59e-01	1.62e-01	-1.4022497	-6.20597	-0.29088291	728537	2	+	97685680	97685892
55699_at	2.59e-01	1.62e-01	-1.4020853	-6.2062	-0.16098561	55699	1	+	218385566	218387899
50862_at	2.59e-01	1.62e-01	1.4019128	-6.20644	0.28446467	50862	11	-	10497203	10490093
246243_at	2.59e-01	1.62e-01	1.4018826	-6.20648	0.16076968	246243	2	-	3574550	3570626
120227_at	2.59e-01	1.62e-01	-1.4016465	-6.20681	-0.32670171	120227	11	-	14857386	14856181
3276_at	2.59e-01	1.62e-01	-1.4015423	-6.20695	-0.38872971	3276	19	+	54880066	54883436
152877_at	2.59e-01	1.62e-01	1.4015368	-6.20696	0.14834803	152877	4	-	1612639	1612391
284018_at	2.59e-01	1.62e-01	-1.4012792	-6.20732	-0.24724324	284018	17	-	63418236	63417799
53353_at	2.59e-01	1.62e-01	1.4009944	-6.20771	0.62938942	53353	2	-	140705879	140705533
23616_at	2.59e-01	1.62e-01	1.4005929	-6.20827	0.15100707	23616	22	+	36381490	36381869
55775_at	2.59e-01	1.62e-01	-1.4003741	-6.20857	-0.16773339	55775	14	+	89529475	89580808
2700_at	2.60e-01	1.63e-01	1.3993547	-6.20999	0.11764963	2700	13	-	19614529	19614123
3339_at	2.60e-01	1.63e-01	-1.399158	-6.21026	-0.26210791	3339	1	-	22023413	22021403
2081_at	2.60e-01	1.63e-01	-1.3990093	-6.21046	-0.10666783	2081	17	-	59560400	59474519
63875_at	2.60e-01	1.63e-01	-1.3986135	-6.21101	-0.24338363	63875	11	-	6660574	6659863
339965_at	2.60e-01	1.63e-01	1.3982682	-6.21149	0.09184482	339965	4	-	77519514	77453214
1399_at	2.60e-01	1.63e-01	-1.3982327	-6.21154	-0.17867677	1399	22	+	19634077	19637818
7621_at	2.60e-01	1.63e-01	-1.3982093	-6.21157	-0.09371785	7621	22	-	22414133	22413798
339977_at	2.60e-01	1.63e-01	-1.3980351	-6.21182	-0.23967542	339977	4	-	52555087	52554671
57521_at	2.61e-01	1.63e-01	1.3970535	-6.21317	0.15746577	57521	17	+	76554189	76554738
728985_at	2.61e-01	1.64e-01	1.3967241	-6.21363	0.17760053	728985	5	-	170779443	170779417
55515_at	2.61e-01	1.64e-01	-1.3963375	-6.21417	-0.47868748	55515	2	+	220111155	220111653
81793_at	2.61e-01	1.64e-01	-1.3962666	-6.21426	-0.23344183	81793	4	-	38453384	38451126
54931_at	2.61e-01	1.64e-01	-1.3960612	-6.21455	-0.18747434	54931	3	+	102767204	102767688
4622_at	2.61e-01	1.64e-01	1.3957628	-6.21496	0.04640889	4622	17	-	10288883	10287362
83700_at	2.61e-01	1.64e-01	1.395677	-6.21508	0.31729861	83700	11	+	133519923	133526786
5317_at	2.62e-01	1.64e-01	1.3948316	-6.21625	0.07929726	5317	1	+	199560742	199568631
54435_at	2.62e-01	1.64e-01	1.3946519	-6.2165	0.21671406	54435	6	-	29867301	29866839
257203_at	2.62e-01	1.64e-01	1.3942523	-6.21705	0.12643786	257203	21	+	37515345	37515833
1803_at	2.62e-01	1.64e-01	-1.3939015	-6.21753	-0.48342295	1803	2	-	162573382	162557048
1870_at	2.62e-01	1.64e-01	-1.3937691	-6.21772	-0.11622545	1870	1	-	23718185	23705552
403313_at	2.62e-01	1.65e-01	1.3936594	-6.21787	0.36201661	403313	9	+	4654709	4655104
27343_at	2.62e-01	1.65e-01	1.3931126	-6.21862	0.16704942	27343	10	-	103329195	103328667
54952_at	2.62e-01	1.65e-01	-1.3930886	-6.21866	-0.18084106	54952	1	+	28766425	28777586
134359_at	2.62e-01	1.65e-01	-1.3930274	-6.21874	-0.21205182	134359	5	-	75009465	75006037
22890_at	2.62e-01	1.65e-01	-1.3926387	-6.21928	-0.24326623	22890	14	+	64069568	64070103
23405_at	2.63e-01	1.65e-01	1.3919488	-6.22023	0.45518199	23405	14	-	94626077	94622380
10489_at	2.63e-01	1.65e-01	-1.3918839	-6.22032	-0.26057199	10489	1	-	46518489	46516711
51742_at	2.63e-01	1.65e-01	1.3915035	-6.22084	0.14891255	51742	1	-	233411994	233397047
80318_at	2.63e-01	1.65e-01	1.3913526	-6.22105	0.36248386	80318	9	-	85611239	85544188
645191_at	2.63e-01	1.66e-01	1.3901778	-6.22267	0.13432974	645191	19	-	2241302	2241061
8366_at	2.64e-01	1.66e-01	-1.3896392	-6.22341	-0.08093702	8366	6	-	26135400	26135126
7482_at	2.64e-01	1.66e-01	1.3891485	-6.22409	0.09068853	7482	1	+	112861300	112865287
9980_at	2.64e-01	1.66e-01	1.3890192	-6.22427	0.23824029	9980	21	+	36586360	36587858
7039_at	2.64e-01	1.66e-01	1.3886619	-6.22476	0.22811765	7039	2	-	70531456	70527995
1767_at	2.64e-01	1.66e-01	-1.3886402	-6.22479	-0.13170563	1767	5	-	13966860	13964497
4762_at	2.64e-01	1.66e-01	1.388573	-6.22488	0.07401137	4762	5	-	134899079	134898818
23258_at	2.64e-01	1.66e-01	-1.3884049	-6.22511	-0.29085042	23258	11	-	9117499	9117028
23095_at	2.64e-01	1.66e-01	1.3883319	-6.22521	0.31274261	23095	1	+	10288940	10364182
90956_at	2.64e-01	1.66e-01	1.3881972	-6.2254	0.20364289	90956	7	+	140035930	140041346
206938_at	2.64e-01	1.66e-01	-1.3881829	-6.22542	-0.31809162	206938	9	+	18899844	18900878
2776_at	2.64e-01	1.66e-01	1.387983	-6.22569	0.28876677	2776	9	-	79526182	79526011
729258_at	2.64e-01	1.66e-01	-1.3879805	-6.2257	-0.12864745	729258	12	+	63076579	63077043
50835_at	2.64e-01	1.66e-01	-1.3878908	-6.22582	-0.05348341	50835	12	-	10853537	10853004
27146_at	2.64e-01	1.66e-01	-1.3873818	-6.22652	-0.49803983	27146	4	-	17243317	17243079
29765_at	2.64e-01	1.66e-01	-1.3873511	-6.22656	-0.14307427	29765	1	-	149410560	149409149
10495_at	2.64e-01	1.66e-01	1.3873288	-6.22659	0.17678085	10495	X	-	129586072	129585141
