"source","target","weight"
"CCR5","PPBP",0.918
"ACKR1","PPBP",0.836
"CXCR4","PPBP",0.963
"CXCL10","PPBP",0.999
"CXCL11","PPBP",0.999
"CXCL12","PPBP",0.999
"DST","PPL",0.722
"PKP3","PPL",0.797
"EZR","PPL",0.957
"KRT8","PPL",0.791
"DSP","PPL",0.953
"AHNAK","PPL",0.963
"PPP1R1A","PPP2R1B",0.906
"PPP1R1A","PPP2R2C",0.906
"PPP1R1A","PPP2R1B",0.906
"PPP2R1B","PRKCI",0.905
"OCLN","PPP2R1B",0.9
"PPP2R1B","TGFBR2",0.914
"PPP2R1B","PPP2R2C",0.999
"PPP1R1A","PPP2R2C",0.906
"PPP2R2C","PRKCI",0.902
"CCT2","PPP2R2C",0.994
"PPP2R1B","PPP2R2C",0.999
"OCLN","PPP2R2C",0.906
"PRC1","TRIP13",0.82
"AURKA","PRC1",0.91
"DLGAP5","PRC1",0.892
"NCAPG","PRC1",0.921
"CCNB1","PRC1",0.932
"KIF23","PRC1",0.992
"KIF11","PRC1",0.972
"NDC80","PRC1",0.828
"MCM4","PRC1",0.703
"MCM2","PRC1",0.708
"CENPE","PRC1",0.99
"ANLN","PRC1",0.839
"NUF2","PRC1",0.829
"CDCA5","PRC1",0.829
"BUB1B","PRC1",0.893
"CCNB2","PRC1",0.925
"MAD2L1","PRC1",0.802
"MELK","PRC1",0.893
"PRC1","TPX2",0.999
"BIRC5","PRC1",0.94
"BUB1","PRC1",0.757
"PRC1","SHCBP1",0.785
"PRC1","SPAG5",0.755
"KIF15","PRC1",0.782
"CDKN3","PRC1",0.883
"PRC1","SMC4",0.79
"FOXM1","PRC1",0.87
"PRC1","UBE2C",0.827
"PRC1","RRM2",0.868
"CENPF","PRC1",0.937
"NEK2","PRC1",0.791
"KIF14","PRC1",0.986
"ASPM","PRC1",0.921
"MKI67","PRC1",0.873
"PRC1","TTK",0.87
"CEP55","PRC1",0.904
"KIF2C","PRC1",0.944
"CDC20","PRC1",0.947
"CDCA8","PRC1",0.894
"PRC1","ZWINT",0.825
"KIF4A","PRC1",0.995
"ECT2","PRC1",0.85
"HMMR","PRC1",0.833
"PRC1","PTTG1",0.846
"CDCA3","PRC1",0.735
"CDC45","PRC1",0.744
"PBK","PRC1",0.899
"CCNA2","PRC1",0.91
"PRC1","TOP2A",0.932
"NUSAP1","PRC1",0.936
"CDK1","PRC1",0.937
"KIF20A","PRC1",0.937
"ITIH5","PRELP",0.7
"DPT","PRELP",0.777
"OGN","PRELP",0.8
"OMD","PRELP",0.814
"HSPG2","PRELP",0.839
"PREX2","PTEN",0.99
"COMP","PRG4",0.719
"PRIMA1","TP53",0.798
"LIPE","PRKAR2B",0.928
"AKAP9","PRKAR2B",0.902
"PIK3CA","PRKCI",0.952
"ECT2","PRKCI",0.804
"PRKCI","RHOJ",0.823
"ELF3","PRKCI",0.846
"PPP2R2C","PRKCI",0.902
"PPP2R1B","PRKCI",0.905
"AMOTL2","PRKCI",0.906
"PIK3R1","PRKCI",0.919
"PRKCI","PTEN",0.933
"LLGL2","PRKCI",0.996
"PARD6B","PRKCI",0.997
"IRS1","PRLR",0.747
"LEP","PRLR",0.848
"PRLR","STAT5A",0.936
"PRLR","STAT1",0.725
"GHR","PRLR",0.791
"PRSS8","SPINT2",0.807
"PRSS8","SPINT1",0.899
"CCT2","PSMA5",0.818
"PSMA5","PSME4",0.992
"PSMA5","PSMB4",0.999
"PSMA5","PSMB4",0.999
"PSMB4","PSME4",0.991
"PSMA5","PSME4",0.992
"PSMB4","PSME4",0.991
"AURKA","PTEN",0.711
"PTEN","TWIST1",0.762
"KRAS","PTEN",0.936
"PALB2","PTEN",0.727
"CDH1","PTEN",0.93
"PTEN","SLC9A3R1",0.982
"PIK3CA","PTEN",0.995
"ERBB3","PTEN",0.826
"PTEN","RB1",0.734
"PTEN","TP53",0.999
"ERBB2","PTEN",0.868
"EGFR","PTEN",0.969
"ATM","PTEN",0.897
"PPARG","PTEN",0.83
"PREX2","PTEN",0.99
"PRKCI","PTEN",0.933
"IRS1","PTEN",0.792
"FOS","PTEN",0.715
"PTEN","TERT",0.822
"EZH2","PTEN",0.76
"CAV1","PTEN",0.912
"PTEN","STAT5A",0.783
"PTEN","SMAD4",0.912
"ERBB4","PTEN",0.793
"PTEN","SMARCA4",0.705
"NF1","PTEN",0.874
"MDM4","PTEN",0.732
"JUN","PTEN",0.775
"PARD6B","PTEN",0.907
"MAP3K1","PTEN",0.712
"ALK","PTEN",0.722
"PTEN","PTPN11",0.745
"MMP9","PTEN",0.766
"CHEK1","PTEN",0.791
"IGF1","PTEN",0.795
"ESR1","PTEN",0.807
"CHEK2","PTEN",0.81
"BRCA1","PTEN",0.821
"HRAS","PTEN",0.823
"BRCA2","PTEN",0.877
"FOXO1","PTEN",0.903
"MYC","PTEN",0.908
"CDKN2A","PTEN",0.923
"INPP4B","PTEN",0.967
"PIK3R1","PTEN",0.997
"GNG2","PTGER3",0.934
"GNAI1","PTGER3",0.994
"FAXDC2","PTGIS",0.702
"PTGIS","SQLE",0.729
"PTH1R","SLC9A3R1",0.889
"GNG2","PTH1R",0.823
"GNAI1","PTH1R",0.938
"PTH1R","PTHLH",0.999
"FGF2","PTHLH",0.784
"GNG2","PTHLH",0.8
"PTHLH","RUNX2",0.713
"PTH1R","PTHLH",0.999
"NR3C1","PTK6",0.74
"EPAS1","PTK6",0.828
"ERBB3","PTK6",0.821
"ERBB2","PTK6",0.838
"EGFR","PTK6",0.989
"KRAS","PTPN11",0.953
"KLB","PTPN11",0.702
"PIK3CA","PTPN11",0.99
"ERBB3","PTPN11",0.828
"ERBB2","PTPN11",0.971
"FCRL4","PTPN11",0.734
"EGFR","PTPN11",0.999
"NTRK2","PTPN11",0.939
"IRS1","PTPN11",0.999
"LEP","PTPN11",0.808
"CAV1","PTPN11",0.739
"FGFR3","PTPN11",0.79
"PTPN11","STAT5A",0.974
"ERBB4","PTPN11",0.927
"NF1","PTPN11",0.852
"PTPN11","STAT1",0.961
"PTPN11","RABIF",0.836
"PTPN11","VAV3",0.948
"PTEN","PTPN11",0.745
"IRS2","PTPN11",0.887
"PTPN11","SPRY2",0.735
"ALK","PTPN11",0.79
"LIFR","PTPN11",0.73
"HRAS","PTPN11",0.926
"FGFR2","PTPN11",0.802
"PIK3R1","PTPN11",0.996
"PTPN11","TXNIP",0.972
"GHR","PTPN11",0.816
"PARD6B","PTPN21",0.813
"ANGPT1","PTPRB",0.705
"MDK","PTPRB",0.825
"CDH5","PTPRB",0.982
"AURKA","PTTG1",0.967
"DLGAP5","PTTG1",0.913
"NCAPG","PTTG1",0.804
"CCNB1","PTTG1",0.984
"KIF11","PTTG1",0.859
"NDC80","PTTG1",0.833
"PTTG1","UBE2S",0.844
"CENPE","PTTG1",0.796
"PTTG1","TP53",0.775
"NUF2","PTTG1",0.81
"CDCA5","PTTG1",0.829
"BUB1B","PTTG1",0.978
"CCNB2","PTTG1",0.97
"MAD2L1","PTTG1",0.891
"MELK","PTTG1",0.874
"PCLAF","PTTG1",0.87
"PTTG1","TPX2",0.921
"BIRC5","PTTG1",0.926
"BUB1","PTTG1",0.955
"PTTG1","TYMS",0.703
"PTTG1","SPAG5",0.84
"KIF15","PTTG1",0.746
"CDKN3","PTTG1",0.84
"FOXM1","PTTG1",0.745
"PTTG1","UBE2C",0.98
"PTTG1","RRM2",0.821
"CENPF","PTTG1",0.827
"NEK2","PTTG1",0.89
"ASPM","PTTG1",0.866
"BUB3","PTTG1",0.84
"PTTG1","TTK",0.835
"CEP55","PTTG1",0.892
"KIF2C","PTTG1",0.875
"CDC20","PTTG1",0.999
"CDCA8","PTTG1",0.893
"PTTG1","ZWINT",0.725
"KIF4A","PTTG1",0.786
"CKS2","PTTG1",0.888
"HMMR","PTTG1",0.861
"PTTG1","TK1",0.788
"CDC45","PTTG1",0.792
"CDCA3","PTTG1",0.838
"PRC1","PTTG1",0.846
"PTTG1","UBE2T",0.854
"PBK","PTTG1",0.861
"KIF20A","PTTG1",0.9
"NUSAP1","PTTG1",0.906
"CCNA2","PTTG1",0.934
"PTTG1","TOP2A",0.942
"CDK1","PTTG1",0.985
"ERBB2","PXDN",0.702
"FGF2","PXDN",0.707
"ESR1","PXDN",0.708
"GPX3","PXDN",0.722
"LMNB1","PXDN",0.728
"FOS","PXDN",0.739
"JUN","PXDN",0.74
"LEP","PXDN",0.742
"MMP9","PXDN",0.755
"EGFR","PXDN",0.763
"MYC","PXDN",0.784
"CDH1","PXDN",0.789
"PXDN","TP53",0.821
"FN1","PXDN",0.853
"PYGL","PYGM",0.955
"PYGL","STBD1",0.728
"MB","PYGL",0.765
"PGM5","PYGL",0.844
"GYG2","PYGL",0.916
"AHNAK","PYGM",0.77
"MB","PYGM",0.81
"GYG2","PYGM",0.84
"PGM5","PYGM",0.862
"PYGL","PYGM",0.955
"QKI","RBPMS",0.967
"PLP1","QKI",0.722
"ESRP1","QKI",0.861
"KYNU","QPRT",0.866
"NMNAT2","QPRT",0.989
"KMO","QPRT",0.83
"QPRT","TDO2",0.742
"MYO5B","RAB11FIP1",0.87
"RAB11FIP1","RAB25",0.981
"MYO5B","RAB25",0.965
"RAB11FIP1","RAB25",0.981
"ESRP1","RAB25",0.795
"RAB27B","SYTL1",0.968
"MYRIP","RAB27B",0.968
"MLPH","RAB27B",0.995
"MYO5B","RAB3IP",0.712
"RAB3IP","RABIF",0.91
"ARHGEF6","RABIF",0.826
"CYTH2","RABIF",0.724
"RABIF","RAPGEF3",0.743
"HRAS","RABIF",0.792
"RABIF","RAN",0.792
"ECT2","RABIF",0.809
"PTPN11","RABIF",0.836
"ITSN1","RABIF",0.861
"RAB3IP","RABIF",0.91
"OIP5","RAD51AP1",0.85
"NUF2","RAD51AP1",0.706
"DEPDC1","RAD51AP1",0.715
"RAD51AP1","RAD51C",0.715
"BIRC5","RAD51AP1",0.716
"RAD51AP1","RAD51B",0.72
"CDCA5","RAD51AP1",0.724
"BUB1","RAD51AP1",0.724
"FOXM1","RAD51AP1",0.727
"CCNA2","RAD51AP1",0.734
"CCNB2","RAD51AP1",0.734
"CDC20","RAD51AP1",0.737
"RAD51AP1","RRM2",0.744
"BUB1B","RAD51AP1",0.747
"RAD51AP1","SHCBP1",0.749
"RAD51AP1","RMI2",0.754
"NUSAP1","RAD51AP1",0.758
"CENPN","RAD51AP1",0.76
"KIF15","RAD51AP1",0.765
"PBK","RAD51AP1",0.771
"KIF20A","RAD51AP1",0.783
"BRCA2","RAD51AP1",0.794
"KIF4A","RAD51AP1",0.795
"CHEK1","RAD51AP1",0.802
"CENPU","RAD51AP1",0.806
"RAD51AP1","TOP2A",0.822
"RAD51AP1","TTK",0.838
"CEP55","RAD51AP1",0.839
"CDK1","RAD51AP1",0.844
"HMMR","RAD51AP1",0.852
"BRCA1","RAD51AP1",0.854
"MND1","RAD51AP1",0.857
"MAD2L1","RAD51AP1",0.859
"RAD51AP1","ZWINT",0.861
"KIF11","RAD51AP1",0.864
"DLGAP5","RAD51AP1",0.884
"MELK","RAD51AP1",0.887
"NCAPG","RAD51AP1",0.911
"EXO1","RAD51AP1",0.928
"PALB2","RAD51AP1",0.952
"RAD51B","TOX3",0.77
"RAD51AP1","RAD51B",0.72
"BRIP1","RAD51B",0.756
"BARD1","RAD51B",0.856
"PALB2","RAD51B",0.89
"ATM","RAD51B",0.865
"RAD51B","RAD51C",0.999
"ATR","RAD51B",0.799
"BLM","RAD51B",0.82
"EXO1","RAD51B",0.859
"PCNA","RAD51B",0.731
"BRCA2","RAD51B",0.961
"LSP1","RAD51B",0.703
"CHEK2","RAD51B",0.785
"BRCA1","RAD51B",0.922
"RAD51AP1","RAD51C",0.715
"MND1","RAD51C",0.811
"BRIP1","RAD51C",0.941
"BARD1","RAD51C",0.967
"PALB2","RAD51C",0.999
"ATM","RAD51C",0.921
"FANCD2","RAD51C",0.934
"FEN1","RAD51C",0.823
"FANCI","RAD51C",0.944
"CHEK1","RAD51C",0.731
"PCNA","RAD51C",0.751
"RAD51C","UBE2T",0.8
"ATR","RAD51C",0.84
"BLM","RAD51C",0.859
"EXO1","RAD51C",0.874
"CHEK2","RAD51C",0.887
"BRCA1","RAD51C",0.98
"RAD51B","RAD51C",0.999
"BRCA2","RAD51C",0.999
"H4C6","RAN",0.725
"DLGAP5","RAN",0.75
"CCT2","RAN",0.838
"RAN","TNPO1",0.995
"RABIF","RAN",0.792
"KPNA2","RAN",0.944
"MAPK13","RAPGEF3",0.91
"PDE3B","RAPGEF3",0.762
"ADRB2","RAPGEF3",0.756
"ADCY4","RAPGEF3",0.939
"PDE4D","RAPGEF3",0.91
"RABIF","RAPGEF3",0.743
"GNAI1","RAPGEF3",0.907
"LEP","RARRES2",0.725
"ADIPOQ","RARRES2",0.773
"KRAS","RASA3",0.729
"MRAS","RASA3",0.718
"HRAS","RASA3",0.734
"KRAS","RASGRF2",0.946
"MRAS","RASGRF2",0.925
"HRAS","RASGRF2",0.929
"COL1A1","RB1",0.766
"H4C6","RB1",0.727
"CCNB1","RB1",0.768
"E2F3","RB1",0.998
"EP300","RB1",0.808
"PTEN","RB1",0.734
"BCL11B","RB1",0.769
"CDKN1C","RB1",0.796
"CDKN2A","RB1",0.843
"BRCA1","RB1",0.858
"EZH2","RB1",0.861
"MYC","RB1",0.888
"RB1","TP53",0.936
"CCNE2","RB1",0.957
"RB1","RUNX2",0.97
"RB1","SMARCA4",0.979
"E2F5","RB1",0.992
"CDK1","RB1",0.995
"CCNA2","RB1",0.998
"CFH","RBMS2",0.716
"MYC","RBMS3",0.715
"AZGP1","RBP4",0.746
"LEP","RBP4",0.741
"ADIPOQ","RBP4",0.799
"RBPMS","RBPMS2",0.813
"ESRP1","RBPMS",0.759
"QKI","RBPMS",0.967
"ESRP1","RBPMS2",0.762
"RBPMS","RBPMS2",0.813
"RDH11","RDH5",0.938
"RDH11","RETSAT",0.928
"ALDH1A1","RDH11",0.951
"RDH11","RDH5",0.938
"ALDH1A1","RDH5",0.945
"MMP9","RECK",0.758
"ADGRA2","RECK",0.735
"EP300","REL",0.903
"REL","TP53",0.831
"ANK3","REL",0.854
"ESR1","REL",0.74
"MYC","REL",0.744
"FOS","REL",0.754
"ANK2","REL",0.857
"GALE","RETSAT",0.798
"ADH1B","RETSAT",0.91
"ADH1C","RETSAT",0.914
"HSD17B6","RETSAT",0.921
"RDH11","RETSAT",0.928
"ATR","RFX2",0.801
"CCNB1","RGCC",0.81
"RGCC","TP53",0.794
"BMP2","RGMA",0.962
"CAT","RGN",0.86
"RGN","SORD",0.837
"GNAI1","RGS1",0.978
"ATE1","RGS4",0.77
"EGFR","RGS4",0.778
"GNAI1","RGS4",0.932
"BCL6","RHOH",0.817
"PRKCI","RHOJ",0.823
"ITSN1","RHOJ",0.755
"PARD6B","RHOJ",0.889
"PARD6B","RHOQ",0.757
"ITSN1","RHOQ",0.854
"CDC42EP2","RHOQ",0.967
"BIN1","RIN3",0.999
"RAD51AP1","RMI2",0.754
"BRIP1","RMI2",0.752
"CCDC69","RMI2",0.706
"BRCA2","RMI2",0.717
"CHEK1","RMI2",0.744
"BRCA1","RMI2",0.856
"EXO1","RMI2",0.887
"BLM","RMI2",0.996
"MB","RNASE1",0.93
"ANG","RNASE4",0.988
"LRP5","RNF43",0.881
"LGR6","RNF43",0.781
"CDKN2A","RNF43",0.7
"FZD4","RNF43",0.934
"RNF43","TCF7L2",0.711
"CDH5","ROBO4",0.707
"CLDN5","ROBO4",0.732
"MMRN2","ROBO4",0.736
"ROBO4","SLIT3",0.999
"ROPN1L","SPA17",0.975
"FOS","RORA",0.721
"GATA3","RORA",0.747
"RORA","WNT11",0.908
"ITPR1","RORA",0.914
"PER3","RORA",0.923
"EP300","RORA",0.96
"NRIP1","RORA",0.982
"RPS21","XBP1",0.8
"CDH1","RPS21",0.801
"NHP2","RPS21",0.794
"HABP4","RPS21",0.869
"EIF1","RPS21",0.971
"AURKA","RRM2",0.892
"RAD51AP1","RRM2",0.744
"DLGAP5","RRM2",0.95
"E2F8","RRM2",0.805
"NCAPG","RRM2",0.892
"CCNB1","RRM2",0.905
"KIF23","RRM2",0.763
"KIF11","RRM2",0.947
"NDC80","RRM2",0.745
"MCM4","RRM2",0.899
"GINS1","RRM2",0.819
"MCM2","RRM2",0.849
"ANLN","RRM2",0.785
"RRM2","TP53",0.803
"NUF2","RRM2",0.787
"BUB1B","RRM2",0.922
"CCNB2","RRM2",0.913
"MAD2L1","RRM2",0.883
"MELK","RRM2",0.933
"PCLAF","RRM2",0.907
"RRM2","TPX2",0.943
"BIRC5","RRM2",0.895
"BUB1","RRM2",0.825
"FEN1","RRM2",0.735
"RRM2","SHCBP1",0.834
"RRM2","TYMS",0.939
"CDKN3","RRM2",0.713
"FOXM1","RRM2",0.835
"RRM2","UBE2C",0.931
"NEK2","RRM2",0.724
"KPNA2","RRM2",0.743
"NME7","RRM2",0.757
"KIF2C","RRM2",0.758
"CDCA3","RRM2",0.759
"CCNE2","RRM2",0.777
"EXO1","RRM2",0.788
"HMMR","RRM2",0.807
"RRM2","TTK",0.82
"PTTG1","RRM2",0.821
"CENPF","RRM2",0.822
"PCNA","RRM2",0.828
"RRM2","UHRF1",0.85
"CHEK1","RRM2",0.852
"ASPM","RRM2",0.854
"CDCA8","RRM2",0.861
"PRC1","RRM2",0.868
"CDC45","RRM2",0.87
"DTL","RRM2",0.88
"CDC20","RRM2",0.907
"RRM2","TK1",0.914
"KIF4A","RRM2",0.927
"PBK","RRM2",0.93
"KIF20A","RRM2",0.935
"CCNA2","RRM2",0.939
"RRM2","ZWINT",0.942
"MKI67","RRM2",0.945
"CEP55","RRM2",0.945
"NUSAP1","RRM2",0.951
"RRM2","TOP2A",0.956
"CDK1","RRM2",0.973
"MECOM","RUNX1T1",0.744
"RUNX1T1","ZBTB16",0.903
"MYH11","RUNX1T1",0.814
"CEBPA","RUNX1T1",0.961
"COL1A1","RUNX2",0.955
"NR3C1","RUNX2",0.827
"RUNX2","TWIST1",0.972
"EP300","RUNX2",0.885
"FGF2","RUNX2",0.753
"LEF1","RUNX2",0.838
"RB1","RUNX2",0.97
"RUNX2","TP53",0.808
"ADAMTS5","RUNX2",0.741
"PPARG","RUNX2",0.873
"LRP5","RUNX2",0.83
"FOS","RUNX2",0.987
"MAF","RUNX2",0.855
"COL10A1","RUNX2",0.875
"RUNX2","SMAD4",0.894
"RUNX2","STAT1",0.942
"RUNX2","ZNF521",0.761
"JUN","RUNX2",0.968
"MSX1","RUNX2",0.701
"PTHLH","RUNX2",0.713
"CEBPA","RUNX2",0.767
"FGFR2","RUNX2",0.798
"ERG","RUNX2",0.862
"RUNX2","SPP1",0.901
"ESR1","RUNX2",0.942
"RUNX2","TWIST2",0.948
"BMP2","RUNX2",0.982
"MYH9","S100A4",0.997
"FGF2","S100A4",0.869
"S100A4","TP53",0.996
"EGFR","S100A4",0.858
"S100A4","S100B",0.757
"S100A4","VIM",0.764
"ANXA1","S100A4",0.844
"FGF2","S100B",0.986
"S100B","SLC1A3",0.736
"S100B","TP53",0.995
"ALDH1L1","S100B",0.705
"S100A4","S100B",0.757
"ALCAM","S100B",0.844
"CCR7","S1PR1",0.739
"KLF2","S1PR1",0.856
"CXCR4","S1PR1",0.719
"GNG2","S1PR1",0.842
"GNAI1","S1PR1",0.993
"SAMD4A","TIA1",0.803
"H4C6","SAP30",0.776
"DGAT2","SCD",0.844
"HACD3","SCD",0.922
"GPAM","SCD",0.839
"FADS3","SCD",0.905
"PPARG","SCD",0.746
"HMGCR","SCD",0.747
"LEP","SCD",0.723
"PCK1","SCD",0.739
"MLXIPL","SCD",0.732
"ACACB","SCD",0.754
"PIP","SCGB2A2",0.729
"KCNJ2","SCN4B",0.856
"AKAP9","SCN4B",0.856
"ANK2","SCN4B",0.862
"DCN","SDC1",0.935
"SDC1","XBP1",0.74
"COMP","SDC1",0.911
"COL1A1","SDC1",0.815
"FGF2","SDC1",0.997
"ERBB2","SDC1",0.811
"CXCL8","SDC1",0.825
"BGN","SDC1",0.943
"FGF3","SDC1",0.761
"FN1","SDC1",0.999
"ADAM12","SDC1",0.79
"MMP9","SDC1",0.968
"HSPG2","SDC1",0.966
"CXCL12","SDC1",0.702
"MME","SDC1",0.714
"MYC","SDC1",0.721
"SDC1","TLN2",0.724
"GPC3","SDC1",0.733
"ALK","SDC1",0.792
"BCL6","SDC1",0.82
"MDK","SDC1",0.825
"NCAM1","SDC1",0.842
"PEMT","SELENOI",0.963
"ETNK1","SELENOI",0.805
"PLAAT3","SELENOI",0.902
"PLPP5","SELENOI",0.919
"PLPP3","SELENOI",0.942
"PLPP2","SELENOI",0.949
"MBOAT2","SELENOI",0.949
"PLXNA4","SEMA6A",0.999
"PPARG","SERPINE1",0.732
"IGF1","SERPINE1",0.733
"CXCL8","SERPINE1",0.736
"IGFBP5","SERPINE1",0.737
"FGF2","SERPINE1",0.741
"ADIPOQ","SERPINE1",0.789
"FN1","SERPINE1",0.79
"MMP9","SERPINE1",0.801
"SERPINE1","VWF",0.817
"SERPINE1","SMAD2",0.846
"LEP","SERPINE1",0.851
"SERPINE1","SMAD4",0.873
"MMP3","SERPINE1",0.877
"SERPINE1","VLDLR",0.89
"AGTR1","SERPINE1",0.953
"LRP1","SERPINE1",0.988
"PLAUR","SERPINE1",0.994
"PNPLA2","SERPINF1",0.812
"FN1","SERPINF1",0.846
"LRP5","SERPINF1",0.933
"SETBP1","TET2",0.748
"HSPB6","SFN",0.916
"CCNB1","SFN",0.965
"SFN","TP53",0.999
"EGFR","SFN",0.884
"CCNB2","SFN",0.919
"SFN","SHROOM3",0.905
"PKP3","SFN",0.773
"JUN","SFN",0.934
"CDK1","SFN",0.963
"MDM4","SFN",0.977
"ESR1","SFN",0.984
"FOXO1","SFN",0.984
"FZD4","SFRP1",0.742
"SFRP1","WNT11",0.881
"LRP5","SFRP1",0.91
"SGCB","SGCG",0.961
"SGCB","SSPN",0.939
"DMD","SGCB",0.992
"LAMA2","SGCB",0.703
"PGM5","SGCB",0.72
"LAMA2","SGCG",0.732
"BGN","SGCG",0.898
"SGCB","SGCG",0.961
"DMD","SGCG",0.984
"SGCG","SSPN",0.989
"FOXO1","SGK2",0.932
"CCNB1","SGO2",0.752
"CENPE","SGO2",0.832
"NUF2","SGO2",0.852
"CDCA5","SGO2",0.781
"BUB1B","SGO2",0.865
"MAD2L1","SGO2",0.883
"BUB1","SGO2",0.902
"KNL1","SGO2",0.709
"BUB3","SGO2",0.728
"CDK1","SGO2",0.748
"CDC20","SGO2",0.938
"KIF2C","SGO2",0.939
"CDCA8","SGO2",0.96
"GALC","SGPP2",0.906
"DEGS2","SGPP2",0.94
"PLPP3","SGPP2",0.945
"CERS6","SGPP2",0.948
"SGPP2","UGCG",0.96
"PLPP2","SGPP2",0.964
"HOMER1","SHANK3",0.957
"CNTNAP2","SHANK3",0.789
"RAD51AP1","SHCBP1",0.749
"DLGAP5","SHCBP1",0.74
"NCAPG","SHCBP1",0.83
"KIF23","SHCBP1",0.965
"KIF11","SHCBP1",0.863
"ANLN","SHCBP1",0.743
"NUF2","SHCBP1",0.701
"BUB1B","SHCBP1",0.769
"MAD2L1","SHCBP1",0.712
"MELK","SHCBP1",0.739
"SHCBP1","TPX2",0.701
"BIRC5","SHCBP1",0.853
"BUB1","SHCBP1",0.737
"NUSAP1","SHCBP1",0.714
"KIF20A","SHCBP1",0.722
"KIF4A","SHCBP1",0.738
"KIF14","SHCBP1",0.738
"CENPN","SHCBP1",0.739
"NEK2","SHCBP1",0.741
"MKI67","SHCBP1",0.743
"DEPDC1","SHCBP1",0.78
"CEP55","SHCBP1",0.785
"PRC1","SHCBP1",0.785
"CCNA2","SHCBP1",0.793
"CDCA8","SHCBP1",0.818
"RRM2","SHCBP1",0.834
"PBK","SHCBP1",0.834
"NECTIN3","SHROOM3",0.713
"SFN","SHROOM3",0.905
"EGLN3","SIAH2",0.976
"HIPK2","SIAH2",0.84
"KDM6A","SIX4",0.784
"ACO1","SLC11A2",0.927
"CYBRD1","SLC11A2",0.965
"MARVELD2","SLC12A2",0.737
"S100B","SLC1A3",0.736
"ALDH1L1","SLC1A3",0.781
"SLC22A3","SLC29A4",0.731
"SLC22A3","SLC29A4",0.731
"SLC38A1","SLC7A5",0.775
"CA4","SLC4A4",0.822
"SLC4A7","TOX3",0.775
"COX11","SLC4A7",0.706
"LSP1","SLC4A7",0.743
"SLC7A5","TRIB3",0.744
"SLC38A1","SLC7A5",0.775
"SLC7A5","SLC7A8",0.853
"LLGL2","SLC7A5",0.883
"SLC7A5","SLC7A8",0.853
"EGFR","SLC9A3R1",0.854
"PTH1R","SLC9A3R1",0.889
"PTEN","SLC9A3R1",0.982
"ADRB2","SLC9A3R1",0.997
"EZR","SLC9A3R1",0.999
"NTN1","SLIT3",0.9
"ROBO4","SLIT3",0.999
"SERPINE1","SMAD2",0.846
"NR3C1","SMAD2",0.789
"INHBA","SMAD2",0.738
"ACVR1C","SMAD2",0.982
"CDH1","SMAD2",0.852
"PPARG","SMAD2",0.707
"CDKN2B","SMAD2",0.714
"IGF1","SMAD2",0.716
"SMAD2","SMARCA4",0.717
"EGFR","SMAD2",0.736
"FN1","SMAD2",0.765
"PBX1","SMAD2",0.767
"EPAS1","SMAD2",0.787
"HIPK2","SMAD2",0.795
"ESR1","SMAD2",0.83
"KLF4","SMAD2",0.832
"JUN","SMAD2",0.925
"E2F5","SMAD2",0.942
"FOXO1","SMAD2",0.975
"LEF1","SMAD2",0.978
"MYC","SMAD2",0.982
"EP300","SMAD2",0.987
"SMAD2","TP53",0.993
"SMAD2","TGFBR2",0.998
"SMAD2","SMAD4",0.999
"SERPINE1","SMAD4",0.873
"SMAD4","TWIST1",0.847
"ACVR1C","SMAD4",0.817
"KRAS","SMAD4",0.917
"CDH1","SMAD4",0.804
"SMAD2","SMAD4",0.999
"EP300","SMAD4",0.994
"PIK3CA","SMAD4",0.805
"LEF1","SMAD4",0.999
"SMAD4","TP53",0.875
"ERBB2","SMAD4",0.708
"EGFR","SMAD4",0.735
"CDKN2B","SMAD4",0.812
"SMAD4","TCF7L1",0.925
"BMP6","SMAD4",0.792
"FOS","SMAD4",0.822
"KLF4","SMAD4",0.709
"HRAS","SMAD4",0.714
"MMP9","SMAD4",0.724
"SMAD4","TOB1",0.766
"PBX1","SMAD4",0.772
"ESR1","SMAD4",0.833
"CDKN2A","SMAD4",0.851
"SMAD4","ZNF423",0.858
"NF1","SMAD4",0.873
"FOXO1","SMAD4",0.888
"RUNX2","SMAD4",0.894
"PTEN","SMAD4",0.912
"MYC","SMAD4",0.931
"SMAD4","TCF7L2",0.948
"BMP2","SMAD4",0.954
"E2F5","SMAD4",0.986
"JUN","SMAD4",0.989
"SMAD4","TGFBR2",0.996
"NR3C1","SMARCA4",0.924
"H4C6","SMARCA4",0.99
"SMAD2","SMARCA4",0.717
"EP300","SMARCA4",0.969
"LEF1","SMARCA4",0.758
"RB1","SMARCA4",0.979
"SMARCA4","TP53",0.993
"ATM","SMARCA4",0.786
"SMARCA4","TCF7L1",0.715
"PPARG","SMARCA4",0.966
"SMARCA4","TERT",0.99
"EZH2","SMARCA4",0.909
"SMARCA4","STAT5A",0.702
"FOXM1","SMARCA4",0.75
"PTEN","SMARCA4",0.705
"ALK","SMARCA4",0.736
"KLF4","SMARCA4",0.742
"MRTFA","SMARCA4",0.743
"NF1","SMARCA4",0.751
"PBX1","SMARCA4",0.755
"CDKN2A","SMARCA4",0.811
"H2AC6","SMARCA4",0.848
"KDM6A","SMARCA4",0.848
"SMARCA4","STAT1",0.85
"ESR1","SMARCA4",0.859
"H2BC21","SMARCA4",0.961
"BCL11B","SMARCA4",0.967
"MYC","SMARCA4",0.974
