source,target,weight
CRABP2,RARA,0.902
CRYAB,SNCA,0.863
CSF3,SELE,0.716
CSF3,CXCL12,0.786
CSF3,IL7R,0.79
CSF3,LIFR,0.817
CSF3,CXCL5,0.823
CSF3,SOCS3,0.856
CSF3,EGFR,0.857
CSF3,CXCL2,0.897
CSF3,EGF,0.957
CSF3,FGF2,0.961
CSF3,CXCL8,0.971
CSF3,IL6,0.988
CSPG4,FGF2,0.813
CSRNP1,GADD45B,0.858
CSTA,TGM1,0.888
COL1A1,CTHRC1,0.795
CDH1,CTNND2,0.862
CTNND2,PDZD2,0.925
CXCL12,MIF,0.737
CSF3,CXCL12,0.786
ACKR4,CXCL12,0.865
CDH1,CXCL12,0.726
CXCL12,FGF2,0.896
CXCL12,EGF,0.79
CXCL12,EGFR,0.897
CXCL12,CXCL13,0.964
CXCL12,CXCL3,0.85
CXCL12,CXCL5,0.905
CXCL12,PPBP,0.999
COL1A2,CXCL12,0.727
COL3A1,CXCL12,0.739
CXCL12,CXCL8,0.951
CXCL12,MET,0.902
CXCL12,CXCR2,0.998
CXCL12,SELE,0.727
CXCL12,CXCL14,0.998
CXCL12,MMP9,0.891
CXCL12,TEK,0.825
CD274,CXCL12,0.757
ANGPT1,CXCL12,0.704
CXCL12,SLIT2,0.733
CXCL12,PECAM1,0.745
CXCL12,IL6,0.811
CXCL12,CXCL2,0.999
ACKR4,CXCL13,0.992
CXCL13,MMP9,0.701
CXCL13,IL6,0.726
CXCL13,CXCL8,0.783
CD19,CXCL13,0.785
CCL18,CXCL13,0.795
CXCL13,CXCL2,0.824
CXCL13,CXCL3,0.844
CXCL13,PPBP,0.853
CXCL13,CXCL5,0.902
CXCL12,CXCL13,0.964
CXCL13,CXCR2,0.997
CXCL14,CXCL3,0.768
CXCL14,CXCL5,0.997
CXCL14,PPBP,0.996
CXCL14,CXCR2,0.802
CXCL14,CXCL2,0.995
CXCL12,CXCL14,0.998
CSF3,CXCL2,0.897
CXCL13,CXCL2,0.824
CXCL2,CXCL3,0.995
CXCL2,CXCL5,0.998
CXCL2,PPBP,0.775
CXCL2,CXCL8,0.982
CXCL2,CXCR2,0.999
CXCL14,CXCL2,0.995
CXCL2,PTGS2,0.819
CXCL12,CXCL2,0.999
CXCL2,IL6,0.966
CCL18,CXCL2,0.704
CXCL13,CXCL3,0.844
CCL18,CXCL3,0.734
CXCL3,PPBP,0.765
CXCL14,CXCL3,0.768
CXCL3,IL6,0.81
CXCL12,CXCL3,0.85
CXCL3,CXCL8,0.895
CXCL2,CXCL3,0.995
CXCL3,CXCL5,0.999
CXCL3,CXCR2,0.999
CSF3,CXCL5,0.823
CXCL13,CXCL5,0.902
CXCL3,CXCL5,0.999
CXCL5,MMP1,0.729
CCL18,CXCL5,0.75
CXCL5,MMP9,0.83
CXCL5,PPBP,0.833
CXCL5,IL6,0.862
ACKR1,CXCL5,0.897
CXCL12,CXCL5,0.905
CXCL5,CXCL8,0.951
CXCL14,CXCL5,0.997
CXCL2,CXCL5,0.998
CXCL5,CXCR2,0.999
CSF3,CXCL8,0.971
CD69,CXCL8,0.756
CXCL8,MMP13,0.732
CXCL8,VWF,0.962
CXCL8,FGF2,0.857
CXCL8,EGF,0.717
CXCL8,SSTR1,0.703
CXCL8,EGFR,0.792
CXCL13,CXCL8,0.783
CXCL3,CXCL8,0.895
CXCL5,CXCL8,0.951
CXCL8,MMP3,0.821
CXCL8,GPR37,0.721
CXCL8,SFTPD,0.702
BDNF,CXCL8,0.713
CXCL8,PECAM1,0.733
CXCL8,SPP1,0.755
CXCL8,MMP1,0.762
CXCL8,S100A8,0.763
AGTR1,CXCL8,0.782
C5AR1,CXCL8,0.789
CXCL8,IL33,0.799
CXCL8,EDN1,0.803
CXCL8,S100A12,0.815
ANXA1,CXCL8,0.828
CXCL8,SELE,0.851
CCL18,CXCL8,0.855
CXCL8,MMP9,0.88
CXCL12,CXCL8,0.951
CXCL8,PTGS2,0.975
CXCL2,CXCL8,0.982
CXCL8,IL6,0.991
CXCL8,CXCR2,0.999
ACKR1,CXCL8,0.999
CXCR2,MIF,0.993
CXCL13,CXCR2,0.997
CXCL3,CXCR2,0.999
CXCL5,CXCR2,0.999
CXCR2,PPBP,0.999
CXCL8,CXCR2,0.999
CD274,CXCR2,0.708
CXCR2,MMP9,0.78
C5AR1,CXCR2,0.783
CCL18,CXCR2,0.785
CXCL14,CXCR2,0.802
CXCR2,IL6,0.812
CXCR2,FCGR3B,0.884
CXCL12,CXCR2,0.998
CXCL2,CXCR2,0.999
CA4,CYP24A1,0.77
CA3,CYP24A1,0.786
DACH1,SIX4,0.724
DACH1,SIX1,0.939
DAPK1,MGMT,0.783
DAPK1,RASSF1,0.811
DCC,SLIT2,0.858
CD274,DDX53,0.719
DEPDC1,DLGAP5,0.881
CCNB1,DEPDC1,0.871
DEPDC1,DEPDC1B,0.798
ANLN,DEPDC1,0.847
BUB1B,DEPDC1,0.85
CCNB2,DEPDC1,0.724
DEPDC1,MELK,0.751
DEPDC1,TPX2,0.903
CDC25C,DEPDC1,0.808
CENPF,DEPDC1,0.844
DEPDC1,NEK2,0.847
ASPM,DEPDC1,0.861
DEPDC1,TTK,0.931
CEP55,DEPDC1,0.877
CDC20,DEPDC1,0.761
CDCA8,DEPDC1,0.772
DEPDC1,KIF4A,0.797
DEPDC1,HMMR,0.907
DEPDC1,KIF20A,0.9
DEPDC1,TOP2A,0.733
DEPDC1,NUSAP1,0.711
DEPDC1,HJURP,0.832
CCNA2,DEPDC1,0.894
DEPDC1B,DLGAP5,0.878
CCNB1,DEPDC1B,0.845
DEPDC1B,UBE2T,0.706
DEPDC1B,NEK2,0.723
ANLN,DEPDC1B,0.74
DEPDC1B,KIF20A,0.795
BUB1B,DEPDC1B,0.797
DEPDC1,DEPDC1B,0.798
DEPDC1B,HMMR,0.812
CEP55,DEPDC1B,0.834
DKK2,WIF1,0.802
CAV1,DLC1,0.785
DLG3,LIN7A,0.771
DLG3,GRIA1,0.815
DLG3,NEDD4L,0.922
DLGAP5,GINS2,0.72
DLGAP5,EXO1,0.787
DLGAP5,E2F8,0.799
DLGAP5,TK1,0.811
DEPDC1B,DLGAP5,0.878
DEPDC1,DLGAP5,0.881
DLGAP5,PCLAF,0.881
CDC25C,DLGAP5,0.89
ANLN,DLGAP5,0.914
DLGAP5,ZWINT,0.92
CDCA5,DLGAP5,0.921
CDC45,DLGAP5,0.921
DLGAP5,HJURP,0.946
DLGAP5,RRM2,0.95
CDCA8,DLGAP5,0.961
DLGAP5,KIF4A,0.962
DLGAP5,NEK2,0.963
DLGAP5,NUSAP1,0.965
CCNB1,DLGAP5,0.965
DLGAP5,UBE2C,0.968
CCNA2,DLGAP5,0.97
DLGAP5,KIF20A,0.97
CCNB2,DLGAP5,0.974
CENPF,DLGAP5,0.976
DLGAP5,TTK,0.977
DLGAP5,TPX2,0.978
DLGAP5,TOP2A,0.978
CDC20,DLGAP5,0.981
BUB1B,DLGAP5,0.981
DLGAP5,MELK,0.982
ASPM,DLGAP5,0.994
DLGAP5,HMMR,0.999
CEP55,DLGAP5,0.999
DUOX1,XDH,0.711
E2F1,E2F8,0.928
CCNB1,E2F1,0.834
E2F1,EGFR,0.734
CCNB2,E2F1,0.785
E2F1,TYMS,0.748
E2F1,RRM2,0.798
CDC45,E2F1,0.813
CDC20,E2F1,0.828
E2F1,TK1,0.836
E2F1,PTEN,0.839
CDKN2A,E2F1,0.969
E2F1,MYC,0.995
CCNA2,E2F1,0.999
DLGAP5,E2F8,0.799
E2F8,TK1,0.714
E2F8,KIF20A,0.722
E2F8,MELK,0.745
E2F8,NEK2,0.753
E2F8,ZWINT,0.766
CDCA8,E2F8,0.769
E2F8,HJURP,0.771
E2F8,TTK,0.786
CENPF,E2F8,0.803
E2F8,RRM2,0.805
E2F8,TOP2A,0.808
CCNA2,E2F8,0.816
BUB1B,E2F8,0.836
E2F1,E2F8,0.928
EDN1,VWF,0.898
EDN1,FGF2,0.762
EDN1,EGF,0.795
EDN1,SSTR1,0.7
ADRB2,EDN1,0.812
CXCL8,EDN1,0.803
AGTR2,EDN1,0.807
EDN1,MMP9,0.963
EDN1,EDNRB,0.999
EDN1,IL6,0.765
AGTR1,EDN1,0.898
EDNRB,GDNF,0.9
EDN1,EDNRB,0.999
EFEMP1,EGFR,0.877
EFEMP1,MFAP4,0.784
EFNA4,ERBB2,0.72
EFNA4,EGFR,0.728
EFNA4,MET,0.741
EFNA4,EPHA10,0.985
EFNA4,EPHB2,0.921
CSF3,EGF,0.957
EGF,HBEGF,0.992
EGF,KRAS,0.854
EGF,VWF,0.711
CDH1,EGF,0.852
EGF,FGF2,0.969
EGF,SH3GL2,0.704
EGF,IL7R,0.715
EGF,SPP1,0.715
CXCL8,EGF,0.717
EGF,SOX2,0.725
ANGPT1,EGF,0.729
EGF,SH3GL3,0.736
EGF,GDNF,0.741
EGF,MMP9,0.741
EGF,GHR,0.743
EGF,PTEN,0.746
EGF,MMP1,0.778
EGF,FGFR4,0.78
EGF,TAC1,0.78
EGF,LIFR,0.788
CXCL12,EGF,0.79
EDN1,EGF,0.795
BDNF,EGF,0.798
EGF,MYC,0.836
EGF,RSPO1,0.861
EGF,IL6,0.89
EGF,TEK,0.897
EGF,MET,0.945
AREG,EGF,0.998
EGF,ERBB2,0.999
EGF,EGFR,0.999
CAV2,EGFR,0.977
CSF3,EGFR,0.857
EGFR,HBEGF,0.999
EGFR,KRAS,0.997
CCNB1,EGFR,0.804
CDH1,EGFR,0.999
EGFR,EPAS1,0.821
EGFR,FGF2,0.957
EGF,EGFR,0.999
EGFR,EPN3,0.835
EGFR,ERBB2,0.999
EGFR,SPINK1,0.702
EGFR,SH2D3C,0.713
EGFR,GSTP1,0.713
EGFR,PLCB4,0.714
EFNA4,EGFR,0.728
EGFR,SNCA,0.728
E2F1,EGFR,0.734
CDH5,EGFR,0.736
EGFR,MMP3,0.737
EGFR,SOX2,0.758
CDC25C,EGFR,0.772
EGFR,FCGR3A,0.778
EGFR,LRIG3,0.779
CXCL8,EGFR,0.792
ANXA1,EGFR,0.802
CD24,EGFR,0.806
AKAP12,EGFR,0.81
EGFR,SPP1,0.812
EGFR,NEDD4L,0.818
EGFR,S100A10,0.819
EGFR,MGMT,0.821
EGFR,MMP9,0.827
EGFR,PTGS2,0.836
EGFR,SOCS3,0.841
EGFR,GPER1,0.843
ANGPT1,EGFR,0.85
CD274,EGFR,0.87
EGFR,MYC,0.875
EFEMP1,EGFR,0.877
BDNF,EGFR,0.877
EGFR,SH3GL3,0.881
EGFR,SFN,0.884
CAVIN1,EGFR,0.885
CXCL12,EGFR,0.897
CDKN2A,EGFR,0.91
EGFR,LAPTM4B,0.927
ANXA2,EGFR,0.958
EGFR,PTEN,0.969
EGFR,SH3GL2,0.972
EGFR,IL6,0.979
EGFR,MET,0.996
CBLC,EGFR,0.997
CAV1,EGFR,0.999
AREG,EGFR,0.999
EGR1,IL6,0.778
EGR1,PTEN,0.789
EGR1,NR4A2,0.808
ARC,EGR1,0.851
EGR1,MYC,0.873
EGR1,NR4A1,0.873
ATF3,EGR1,0.873
EGR1,EGR3,0.876
EGR1,FOSB,0.987
EGR1,EGR3,0.876
EGR3,FOSB,0.956
EGR3,NR4A3,0.709
ATF3,EGR3,0.711
ARC,EGR3,0.722
EGR3,NR4A1,0.85
EMCN,LYVE1,0.746
CD300LG,EMCN,0.716
EMCN,TEK,0.754
CDH5,EMCN,0.786
EMCN,PECAM1,0.803
EPAS1,KLF4,0.704
EGFR,EPAS1,0.821
EPAS1,SOX2,0.874
EPAS1,MYC,0.932
EPB41L3,SPTBN1,0.894
EFNA4,EPHA10,0.985
EFNA4,EPHB2,0.921
EGFR,EPN3,0.835
ERBB2,HBEGF,0.944
ERBB2,KRAS,0.966
CDH1,ERBB2,0.97
ERBB2,FGF2,0.857
EGF,ERBB2,0.999
ERBB2,NTRK3,0.717
EFNA4,ERBB2,0.72
CAV1,ERBB2,0.735
ANGPT1,ERBB2,0.736
BDNF,ERBB2,0.746
ERBB2,IL6,0.752
CDKN2A,ERBB2,0.773
ALK,ERBB2,0.775
ERBB2,FCGR3B,0.789
CD274,ERBB2,0.798
ADRB2,ERBB2,0.822
ANK2,ERBB2,0.824
ERBB2,PTGS2,0.828
ERBB2,FGFR4,0.829
ERBB2,FCGR3A,0.839
ERBB2,MET,0.847
ERBB2,PTEN,0.868
ERBB2,MYC,0.886
AREG,ERBB2,0.959
EGFR,ERBB2,0.999
ERCC4,MLH1,0.848
ERCC4,XRCC1,0.886
ERCC4,EXO1,0.83
ERCC4,UBE2T,0.832
ERCC4,ERCC5,0.998
ERCC5,MLH1,0.823
ERCC5,XRCC1,0.881
ERCC4,ERCC5,0.998
CBFB,ERG,0.821
ERO1A,PPP1R15A,0.726
CDH1,ERVFRD-1,0.932
CLDN11,ESAM,0.711
ESAM,VWF,0.77
ESAM,PECAM1,0.728
ESAM,SELE,0.743
CDH5,ESAM,0.85
CLDN5,ESAM,0.97
ETV4,GDNF,0.719
EXO1,MLH1,0.999
DLGAP5,EXO1,0.787
CCNB1,EXO1,0.773
EXO1,XRCC1,0.742
ANLN,EXO1,0.754
BUB1B,EXO1,0.807
CCNB2,EXO1,0.744
EXO1,MELK,0.9
EXO1,TPX2,0.807
EXO1,MGMT,0.709
EXO1,RMI2,0.887
ERCC4,EXO1,0.83
EXO1,TYMS,0.701
EXO1,RRM2,0.788
EXO1,ZWINT,0.724
EXO1,NUSAP1,0.742
EXO1,HJURP,0.746
CDC20,EXO1,0.796
EXO1,TOP2A,0.797
EXO1,RAD54L,0.832
ASPM,EXO1,0.848
CCNA2,EXO1,0.879
EXO1,TTK,0.896
CENPF,EXO1,0.9
CDC45,EXO1,0.963
EYA4,SIX4,0.803
EYA4,TCF21,0.805
EYA4,SIX1,0.895
FABP4,LPL,0.965
CD36,FABP4,0.969
FCGR3A,GZMB,0.799
CD69,FCGR3A,0.826
ERBB2,FCGR3A,0.839
EGFR,FCGR3A,0.778
FCGR3A,IL7R,0.858
AOC3,FCGR3A,0.795
CD19,FCGR3A,0.997
FCGR3A,KLRD1,0.801
FCGR3A,PECAM1,0.781
FCGR3A,IL6,0.796
FCGR3A,LILRB2,0.811
FCGR3A,MNDA,0.851
CD274,FCGR3A,0.878
FCGR3A,PRF1,0.891
CD36,FCGR3A,0.928
FCGR3A,FCGR3B,0.978
FCGR3B,GZMB,0.765
CD69,FCGR3B,0.823
ERBB2,FCGR3B,0.789
FCGR3B,IL7R,0.853
AOC3,FCGR3B,0.794
CD19,FCGR3B,0.997
CXCR2,FCGR3B,0.884
FCGR3B,KLRD1,0.795
FCGR3A,FCGR3B,0.978
FCGR3B,MNDA,0.705
FCGR3B,S100A12,0.724
CD274,FCGR3B,0.879
FCGR3B,IL6,0.796
FCGR3B,PRF1,0.889
CD36,FCGR3B,0.923
FCGR3B,PECAM1,0.744
CFP,FCN1,0.809
FCN1,FCN3,0.904
FCN1,PTX3,0.982
FCN1,FCN3,0.904
CD19,FCRLA,0.931
CSF3,FGF2,0.961
FGF2,HBEGF,0.829
FGF2,KRAS,0.82
ANOS1,FGF2,0.781
FGF2,TIE1,0.701
FGF2,GPC3,0.706
FGF2,MYC,0.708
FGF2,MMP1,0.737
FGF2,MMP3,0.743
FGF2,KLF4,0.743
EDN1,FGF2,0.762
FGF2,PTGS2,0.79
FGF2,PECAM1,0.801
CSPG4,FGF2,0.813
ANGPT1,FGF2,0.822
BDNF,FGF2,0.84
CXCL8,FGF2,0.857
ERBB2,FGF2,0.857
FGF2,GDNF,0.864
FGF2,IL6,0.882
CXCL12,FGF2,0.896
FGF2,MET,0.905
FGF2,MMP9,0.919
FGF2,SOX2,0.933
BMP2,FGF2,0.937
FGF2,TEK,0.941
EGFR,FGF2,0.957
EGF,FGF2,0.969
FGF2,PTX3,0.982
FGF2,FGFR4,0.999
FGFBP2,NKG7,0.77
FGFBP2,GNLY,0.85
FGFR4,KRAS,0.948
FGFR4,KLB,0.999
FGF2,FGFR4,0.999
EGF,FGFR4,0.78
ERBB2,FGFR4,0.829
BDNF,FGFR4,0.708
AREG,FGFR4,0.712
ANGPT1,FGFR4,0.716
CBLC,FGFR4,0.726
FGFR4,KL,0.992
FHIT,RASSF1,0.72
CDKN2A,FHIT,0.701
ADGRL2,FLRT3,0.872
ADGRL3,FLRT3,0.999
EGR1,FOSB,0.987
FOSB,MYC,0.712
ARC,FOSB,0.725
FOSB,NR4A3,0.736
FOSB,NR4A2,0.903
FOSB,NR4A1,0.907
ATF3,FOSB,0.941
EGR3,FOSB,0.956
FOXE1,PAX8,0.94
ANXA1,FPR2,0.999
FRAS1,ITGA8,0.94
FRAS1,NPNT,0.869
B3GNT3,FUT2,0.95
FXYD1,TAC1,0.756
ATP1A2,FXYD1,0.946
CDO1,GAD1,0.932
ASPA,GAD1,0.822
ALDH3A1,GAD1,0.926
ATF3,GADD45B,0.824
CSRNP1,GADD45B,0.858
CCNB2,GADD45B,0.926
CCNB1,GADD45B,0.97
GDF15,TGFBR2,0.96
GDNF,HBEGF,0.72
FGF2,GDNF,0.864
EGF,GDNF,0.741
GDNF,GFRA3,0.997
ETV4,GDNF,0.719
GDNF,SOX2,0.719
GDNF,NTRK3,0.972
EDNRB,GDNF,0.9
BDNF,GDNF,0.963
GDNF,GFRA3,0.997
EGF,GHR,0.743
GHR,SOCS3,0.85
GHR,IL6,0.749
GHR,SOCS2,0.993
GIMAP1,GIMAP7,0.833
GIMAP1,GIMAP8,0.893
GIMAP1,GIMAP7,0.833
GIMAP7,GIMAP8,0.895
GIMAP1,GIMAP8,0.893
GIMAP7,GIMAP8,0.895
GINS1,GINS2,0.999
CCNB1,GINS1,0.711
GINS1,UBE2C,0.701
GINS1,RRM2,0.819
GINS1,ZWINT,0.849
CDC45,GINS1,0.999
DLGAP5,GINS2,0.72
GINS2,TOP2A,0.711
GINS2,TYMS,0.743
CCNB2,GINS2,0.844
CDC45,GINS2,0.999
GINS1,GINS2,0.999
GJB2,GJB6,0.99
GJB2,GJB6,0.99
GNG11,PLCB4,0.703
GNG11,NMU,0.711
GNLY,GZMB,0.995
GNLY,NKG7,0.951
FGFBP2,GNLY,0.85
GNLY,KLRD1,0.904
GNLY,STX11,0.719
GNLY,LILRB2,0.703
GNLY,PRF1,0.999
GNLY,KLRF1,0.744
GOLM1,GPC3,0.736
GPC3,SALL4,0.729
FGF2,GPC3,0.706
GOLM1,GPC3,0.736
GPC3,HS6ST2,0.752
GPD1,PLPP2,0.85
GPER1,NMU,0.707
EGFR,GPER1,0.843
GPIHBP1,LPL,0.999
GPR37,SSTR1,0.701
CXCL8,GPR37,0.721
GPR37,SNCA,0.8
GPT2,PSAT1,0.724
GPX3,SOD1,0.887
GPX3,NQO1,0.733
GPX3,GSTM3,0.803
GPX3,XDH,0.881
GPX3,IL6,0.733
GPX3,MGST1,0.788
GPX3,GSTP1,0.84
GREM1,SCG5,0.761
BMP2,GREM1,0.995
ADRB2,GRIA1,0.706
ARC,GRIA1,0.814
DLG3,GRIA1,0.815
BDNF,GRIA1,0.828
GRIA1,SYN2,0.754
ADRB2,GRK5,0.91
ADRB1,GRK5,0.752
AGTR1,GRK5,0.739
ADH1B,GSTM3,0.721
ALDH3A1,GSTM3,0.726
GSTM3,GSTP1,0.758
GPX3,GSTM3,0.803
GSTM3,MGST1,0.812
GSTM3,GSTZ1,0.927
GSTP1,SOD1,0.718
EGFR,GSTP1,0.713
GSTP1,MGMT,0.725
ADH1B,GSTP1,0.767
GSTP1,NQO1,0.728
GSTP1,RASSF1,0.811
GSTM3,GSTP1,0.758
GSTP1,MTHFR,0.725
GPX3,GSTP1,0.84
GSTP1,MGST1,0.83
ALDH3A1,GSTP1,0.758
GSTP1,GSTZ1,0.945
GSTZ1,HGD,0.996
GSTM3,GSTZ1,0.927
GSTP1,GSTZ1,0.945
GUCY1A2,PDE5A,0.804
GUCY1A2,NOS1,0.912
FCGR3B,GZMB,0.765
GZMB,IL7R,0.772
GZMB,KLF2,0.783
CD274,GZMB,0.784
FCGR3A,GZMB,0.799
CD19,GZMB,0.805
CD69,GZMB,0.838
GZMB,KLRD1,0.863
GZMB,NKG7,0.917
GNLY,GZMB,0.995
GZMB,PRF1,0.999
HABP2,SERPIND1,0.809
HAS1,HYAL1,0.73
HBB,KLF1,0.889
GDNF,HBEGF,0.72
HBEGF,ZBTB16,0.758
HBEGF,ST6GALNAC5,0.766
HBEGF,MMP7,0.768
AREG,HBEGF,0.785
FGF2,HBEGF,0.829
HBEGF,PTGS2,0.83
HBEGF,MMP3,0.843
ERBB2,HBEGF,0.944
HBEGF,MMP9,0.95
EGF,HBEGF,0.992
EGFR,HBEGF,0.999
GSTZ1,HGD,0.996
DLGAP5,HJURP,0.946
E2F8,HJURP,0.771
CCNB1,HJURP,0.871
CDCA5,HJURP,0.861
BUB1B,HJURP,0.897
CCNB2,HJURP,0.905
HJURP,MELK,0.924
HJURP,PCLAF,0.763
HJURP,TPX2,0.892
CDC25C,HJURP,0.865
HJURP,UBE2C,0.924
HJURP,RRM2,0.866
EXO1,HJURP,0.746
CENPF,HJURP,0.946
HJURP,NEK2,0.812
ASPM,HJURP,0.931
HJURP,TTK,0.929
CEP55,HJURP,0.921
CDC20,HJURP,0.925
CDCA8,HJURP,0.923
HJURP,ZWINT,0.773
HJURP,KIF4A,0.918
HJURP,HMMR,0.878
HJURP,KIF20A,0.935
CDC45,HJURP,0.882
HJURP,TOP2A,0.911
DEPDC1,HJURP,0.832
HJURP,TK1,0.723
CCNA2,HJURP,0.877
HJURP,NUSAP1,0.926
DLGAP5,HMMR,0.999
HMMR,LYVE1,0.853
CCNB1,HMMR,0.942
DEPDC1B,HMMR,0.812
ANLN,HMMR,0.88
CDCA5,HMMR,0.831
BUB1B,HMMR,0.882
CCNB2,HMMR,0.888
HMMR,MELK,0.884
HMMR,PCLAF,0.754
HMMR,TPX2,0.979
CDC25C,HMMR,0.72
HMMR,UBE2C,0.896
HMMR,RRM2,0.807
CENPF,HMMR,0.927
HMMR,NEK2,0.87
ASPM,HMMR,0.928
HMMR,TTK,0.881
CEP55,HMMR,0.926
CDC20,HMMR,0.882
CDCA8,HMMR,0.864
HMMR,ZWINT,0.891
HMMR,KIF4A,0.877
CDC45,HMMR,0.748
HMMR,HYAL2,0.868
HJURP,HMMR,0.878
HMMR,NUSAP1,0.896
HMMR,TOP2A,0.902
DEPDC1,HMMR,0.907
HMMR,KIF20A,0.909
CCNA2,HMMR,0.921
GPC3,HS6ST2,0.752
HSD17B6,SRD5A1,0.976
AOX1,HSD17B6,0.918
AKAP12,HSPA12B,0.774
HAS1,HYAL1,0.73
HYAL2,LYVE1,0.732
HMMR,HYAL2,0.868
COL1A1,IBSP,0.713
IBSP,ITGA1,0.706
BMP2,IBSP,0.773
COL10A1,IBSP,0.787
IBSP,MMP3,0.922
IBSP,MMP9,0.928
IBSP,SPARC,0.931
IBSP,SPP1,0.991
IGF2BP3,KIF20A,0.714
IL1RL1,IL7R,0.727
IL1RL1,IL33,0.999
IL1RL1,IL33,0.999
IL33,IL37,0.705
CXCL8,IL33,0.799
IL33,IL6,0.798
IL33,IL37,0.705
IL6,MIF,0.708
CSF3,IL6,0.988
CD69,IL6,0.72
EGR1,IL6,0.778
IL6,KRAS,0.823
IL6,MMP13,0.757
IL6,VWF,0.716
IL6,MAP3K8,0.764
FGF2,IL6,0.882
EGF,IL6,0.89
ERBB2,IL6,0.752
EGFR,IL6,0.979
CXCL13,IL6,0.726
IL6,PTX3,0.806
CXCL3,IL6,0.81
CXCL5,IL6,0.862
IL6,MMP3,0.887
IL6,IL7R,0.916
CXCL8,IL6,0.991
CD19,IL6,0.836
IL6,MET,0.856
CXCR2,IL6,0.812
IL6,MMP1,0.854
IL6,SOCS3,0.947
IL6,SELE,0.884
CAV1,IL6,0.714
ATF3,IL6,0.779
IL6,PTGS2,0.96
FCGR3A,IL6,0.796
IL6,MMP9,0.959
EDN1,IL6,0.765
IL6,TEK,0.726
IL33,IL6,0.798
CD274,IL6,0.799
GPX3,IL6,0.733
IL6,SPP1,0.748
CXCL12,IL6,0.811
CLDN5,IL6,0.708
IL6,LPL,0.707
IL6,PECAM1,0.709
IL6,MYC,0.73
CD36,IL6,0.73
IL6,MMP12,0.743
GHR,IL6,0.749
FCGR3B,IL6,0.796
BDNF,IL6,0.846
IL6,LIFR,0.956
CXCL2,IL6,0.966
GZMB,IL7R,0.772
CSF3,IL7R,0.79
CD69,IL7R,0.9
IL1RL1,IL7R,0.727
EGF,IL7R,0.715
IL7R,PRF1,0.713
CD19,IL7R,0.808
FCGR3B,IL7R,0.853
FCGR3A,IL7R,0.858
IL6,IL7R,0.916
AOC1,INMT,0.912
COMP,ITGA1,0.72
COL1A1,ITGA1,0.879
IBSP,ITGA1,0.706
ITGA1,VWF,0.706
CDH1,ITGA1,0.851
ITGA1,THBS2,0.72
COL3A1,ITGA1,0.723
ITGA1,LAMA3,0.746
ITGA1,SPP1,0.747
ITGA1,ITGA8,0.795
COL1A2,ITGA1,0.855
COL1A1,ITGA8,0.765
ITGA8,VWF,0.708
ITGA1,ITGA8,0.795
COL1A2,ITGA8,0.747
ITGA8,LAMA3,0.81
COL6A6,ITGA8,0.767
ITGA8,THBS2,0.743
ITGA8,SPP1,0.904
FRAS1,ITGA8,0.94
ITGA8,NPNT,0.999
ANXA2,KCNK3,0.737
KCNK3,KCNK5,0.814
KCNK3,S100A10,0.957
KCNK3,KCNK5,0.814
DLGAP5,KIF20A,0.97
E2F8,KIF20A,0.722
CCNB1,KIF20A,0.954
IGF2BP3,KIF20A,0.714
DEPDC1B,KIF20A,0.795
ANLN,KIF20A,0.949
CDCA5,KIF20A,0.88
BUB1B,KIF20A,0.977
CCNB2,KIF20A,0.938
KIF20A,MELK,0.929
KIF20A,PCLAF,0.826
KIF20A,TPX2,0.972
CDC25C,KIF20A,0.849
KIF20A,UBE2C,0.961
KIF20A,RRM2,0.935
CENPF,KIF20A,0.96
KIF20A,NEK2,0.948
ASPM,KIF20A,0.975
KIF20A,TTK,0.923
CEP55,KIF20A,0.962
CDC20,KIF20A,0.981
CDCA8,KIF20A,0.98
KIF20A,ZWINT,0.887
KIF20A,KIF4A,0.992
HMMR,KIF20A,0.909
KIF20A,UHRF1,0.764
KIF20A,TK1,0.791
CDC45,KIF20A,0.797
DEPDC1,KIF20A,0.9
HJURP,KIF20A,0.935
KIF20A,NUSAP1,0.956
CCNA2,KIF20A,0.974
KIF20A,TOP2A,0.974
DLGAP5,KIF4A,0.962
CCNB1,KIF4A,0.931
ANLN,KIF4A,0.782
CDCA5,KIF4A,0.887
BUB1B,KIF4A,0.968
CCNB2,KIF4A,0.864
KIF4A,MELK,0.964
KIF4A,TPX2,0.965
CDC25C,KIF4A,0.798
KIF4A,UBE2C,0.905
KIF4A,RRM2,0.927
CENPF,KIF4A,0.879
KIF4A,NEK2,0.858
ASPM,KIF4A,0.952
KIF4A,TTK,0.921
CEP55,KIF4A,0.951
CDC20,KIF4A,0.941
CDCA8,KIF4A,0.932
KIF4A,ZWINT,0.848
KIF4A,TK1,0.718
CDC45,KIF4A,0.73
DEPDC1,KIF4A,0.797
HMMR,KIF4A,0.877
CCNA2,KIF4A,0.895
KIF4A,TOP2A,0.915
HJURP,KIF4A,0.918
KIF4A,NUSAP1,0.924
KIF20A,KIF4A,0.992
KISS1R,PROK2,0.918
FGFR4,KL,0.992
FGFR4,KLB,0.999
KLF1,LDB2,0.802
HBB,KLF1,0.889
KLF1,TAL1,0.928
GZMB,KLF2,0.783
KLF2,MYC,0.779
KLF2,SOX2,0.798
KLF2,S1PR1,0.856
KLF4,TBX3,0.878
CDH1,KLF4,0.809
EPAS1,KLF4,0.704
